Repository Name,Repository Location,Source Code Present,Documentation Present,Tests Present,Configs Present,Assets Present
SKILL_19,plugins\recon\SKILL_19,No,Yes,No,No,No
SKILL_2,plugins\recon\SKILL_2,No,Yes,No,No,No
SKILL_20,plugins\recon\SKILL_20,No,Yes,No,No,No
SKILL_22,plugins\recon\SKILL_22,No,Yes,No,No,No
SKILL_23,plugins\recon\SKILL_23,No,Yes,No,No,No
SKILL_3,plugins\recon\SKILL_3,No,No,No,No,No
SKILL_5,plugins\recon\SKILL_5,No,Yes,No,No,No
SKILL_6,plugins\recon\SKILL_6,No,Yes,No,No,No
SKILL_7,plugins\recon\SKILL_7,No,No,No,No,No
SKILL_8,plugins\recon\SKILL_8,No,Yes,No,No,No
SKILL_9,plugins\recon\SKILL_9,No,No,No,No,No
sleep,plugins\recon\sleep,No,No,No,No,No
smart-scan,plugins\recon\smart-scan,No,Yes,No,No,No
smart-scan-expanded-toolset,plugins\recon\smart-scan-expanded-toolset,No,Yes,No,No,No
smart-scan-on-search,plugins\recon\smart-scan-on-search,No,Yes,No,No,No
smbclient,plugins\recon\smbclient,No,No,No,No,No
smbmap,plugins\recon\smbmap,No,No,No,No,No
snmpwalk,plugins\recon\snmpwalk,No,No,No,No,No
solution,plugins\recon\solution,No,Yes,No,No,No
solved-challenges,plugins\recon\solved-challenges,No,Yes,No,No,No
source-gen-agent,plugins\recon\source-gen-agent,No,No,No,No,No
sources,plugins\recon\sources,No,Yes,No,Yes,No
sources_test,plugins\recon\sources_test,No,Yes,No,Yes,No
sources_wo_auth_test,plugins\recon\sources_wo_auth_test,No,Yes,No,Yes,No
sources_w_auth_test,plugins\recon\sources_w_auth_test,No,Yes,No,Yes,No
spa_probes,plugins\recon\spa_probes,No,Yes,No,Yes,No
SPEC,plugins\recon\SPEC,No,Yes,No,No,No
spiderfoot,plugins\recon\spiderfoot,No,Yes,No,Yes,No
splash,plugins\recon\splash,No,No,No,No,No
spotter,plugins\recon\spotter,Yes,Yes,No,No,No
sqli_fuzz,plugins\recon\sqli_fuzz,No,Yes,No,Yes,No
sqli_login_bypass,plugins\recon\sqli_login_bypass,No,Yes,No,Yes,No
SQLmap,plugins\recon\SQLmap,No,Yes,No,No,No
sqlmap-agent,plugins\recon\sqlmap-agent,No,Yes,No,Yes,No
srv,plugins\recon\srv,No,Yes,No,Yes,No
sse_keepalive,plugins\recon\sse_keepalive,No,No,No,No,No
sse_stream,plugins\recon\sse_stream,No,No,No,No,No
ssh_manager,plugins\recon\ssh_manager,No,Yes,No,Yes,No
ssl,plugins\recon\ssl,No,No,No,No,No
sslscan,plugins\recon\sslscan,No,Yes,No,Yes,No
SslTrustAll,plugins\recon\SslTrustAll,No,No,No,No,No
SslTrustAll1,plugins\recon\SslTrustAll1,No,No,No,No,No
SslTrustAllTimeoutSslSocketFactory,plugins\recon\SslTrustAllTimeoutSslSocketFactory,No,No,No,No,No
ssl_checker,plugins\recon\ssl_checker,No,Yes,No,Yes,No
ssrf_cloud_metadata,plugins\recon\ssrf_cloud_metadata,No,Yes,No,Yes,No
ssti_fuzz,plugins\recon\ssti_fuzz,No,Yes,No,Yes,No
ssti_polyglot,plugins\recon\ssti_polyglot,No,No,No,No,No
ssti_stored,plugins\recon\ssti_stored,No,Yes,No,Yes,No
stage121_catalog,plugins\recon\stage121_catalog,No,Yes,No,Yes,No
stage121_web,plugins\recon\stage121_web,No,Yes,No,Yes,No
stage122_catalog,plugins\recon\stage122_catalog,No,Yes,No,Yes,No
stage123_catalog,plugins\recon\stage123_catalog,No,Yes,No,Yes,No
STAGE2,plugins\recon\STAGE2,No,Yes,No,No,No
start,plugins\recon\start,No,Yes,No,Yes,No
stats,plugins\recon\stats,No,Yes,No,Yes,No
status,plugins\recon\status,No,No,No,No,No
stderr,plugins\recon\stderr,No,Yes,No,No,No
stderr_1,plugins\recon\stderr_1,No,Yes,No,No,No
stdout,plugins\recon\stdout,No,Yes,No,No,No
stdout_1,plugins\recon\stdout_1,No,Yes,No,No,No
stealth_crawler,plugins\recon\stealth_crawler,No,Yes,No,Yes,No
steghide,plugins\recon\steghide,No,No,No,No,No
stig-analyst,plugins\recon\stig-analyst,No,Yes,No,No,No
stored_xss,plugins\recon\stored_xss,No,No,No,No,No
style,plugins\recon\style,No,No,No,No,No
styles,plugins\recon\styles,No,No,No,No,No
subdomain,plugins\recon\subdomain,No,Yes,No,Yes,No
subdomain-enumeration,plugins\recon\subdomain-enumeration,No,Yes,No,Yes,No
subdomain-hunter-agent,plugins\recon\subdomain-hunter-agent,No,Yes,No,Yes,No
subdomains,plugins\recon\subdomains,Yes,Yes,No,No,No
subdomainstxt,plugins\recon\subdomainstxt,No,Yes,No,No,No
subdomains_1,plugins\recon\subdomains_1,No,Yes,No,No,No
subdomains_2,plugins\recon\subdomains_2,No,Yes,No,No,No
subdomains_v0,plugins\recon\subdomains_v0,No,Yes,No,No,No
subdomains_v1,plugins\recon\subdomains_v1,No,Yes,No,No,No
subdomains_v2,plugins\recon\subdomains_v2,No,Yes,No,No,No
subfinder,plugins\recon\subfinder,No,Yes,No,Yes,No
subfinder-logo,plugins\recon\subfinder-logo,No,Yes,No,No,No
subfinder-run,plugins\recon\subfinder-run,No,Yes,No,No,No
subfinder_2,plugins\recon\subfinder_2,No,Yes,No,No,No
sublist3r_tool,plugins\recon\sublist3r_tool,No,Yes,No,Yes,No
submd,plugins\recon\submd,No,Yes,No,Yes,No
SUBPROCESSORS,plugins\recon\SUBPROCESSORS,No,Yes,No,No,No
subprocess_mixin,plugins\recon\subprocess_mixin,No,No,No,No,No
subprocess_runner,plugins\recon\subprocess_runner,No,No,No,No,No
subs,plugins\recon\subs,No,Yes,No,Yes,No
sub_agent_context,plugins\recon\sub_agent_context,No,No,No,No,No
sub_agent_context_test,plugins\recon\sub_agent_context_test,No,No,No,No,No
suggestion_engine,plugins\recon\suggestion_engine,No,Yes,No,Yes,No
SUMMARY,plugins\recon\SUMMARY,No,No,No,No,No
summary-mapper,plugins\recon\summary-mapper,No,No,No,No,No
support,plugins\recon\support,No,Yes,No,Yes,No
support_test,plugins\recon\support_test,No,Yes,No,Yes,No
surface_mapping,plugins\recon\surface_mapping,No,No,No,No,No
swagger,plugins\recon\swagger,No,Yes,No,No,No
swagger_2,plugins\recon\swagger_2,No,No,No,No,No
swagger_parser,plugins\recon\swagger_parser,No,No,No,No,No
swarm-orchestrator,plugins\recon\swarm-orchestrator,No,Yes,No,No,No
tag_engine,plugins\recon\tag_engine,No,Yes,No,Yes,No
takeover_detector,plugins\recon\takeover_detector,No,Yes,No,Yes,No
target-model,plugins\recon\target-model,No,Yes,No,Yes,No
targets,plugins\recon\targets,No,Yes,No,Yes,No
target_classifier,plugins\recon\target_classifier,No,Yes,No,Yes,No
task-management,plugins\recon\task-management,No,Yes,No,No,No
tasks,plugins\recon\tasks,No,No,No,No,No
task_handler,plugins\recon\task_handler,No,No,No,No,No
task_manager,plugins\recon\task_manager,No,No,No,No,No
task_processor,plugins\recon\task_processor,No,No,No,No,No
task_tree_manager,plugins\recon\task_tree_manager,No,No,No,No,No
tech-fingerprinter-agent,plugins\recon\tech-fingerprinter-agent,No,Yes,No,Yes,No
tech_detection,plugins\recon\tech_detection,No,No,No,No,No
telemetry,plugins\recon\telemetry,No,No,No,No,No
templates,plugins\recon\templates,No,Yes,No,Yes,No
template_manager,plugins\recon\template_manager,No,Yes,No,Yes,No
terminal,plugins\recon\terminal,No,No,No,No,No
terminal_ws_unix,plugins\recon\terminal_ws_unix,No,No,No,No,No
TERMS,plugins\recon\TERMS,No,Yes,No,No,No
terrascan,plugins\recon\terrascan,No,No,No,No,No
test-cortex-integration,plugins\recon\test-cortex-integration,No,No,No,No,No
test-gen-agent,plugins\recon\test-gen-agent,No,No,No,No,No
test-lsg-v2,plugins\recon\test-lsg-v2,No,Yes,No,No,No
test-multibar,plugins\recon\test-multibar,No,No,No,No,No
test-suite,plugins\recon\test-suite,No,Yes,No,No,No
test1,plugins\recon\test1,No,Yes,No,No,No
test2,plugins\recon\test2,No,Yes,No,No,No
testLogin,plugins\recon\testLogin,No,No,No,No,No
tests,plugins\recon\tests,No,No,No,No,No
testssl,plugins\recon\testssl,No,Yes,No,Yes,No
test_agents_parallel,plugins\recon\test_agents_parallel,No,Yes,No,Yes,No
test_agent_loop,plugins\recon\test_agent_loop,No,No,No,No,No
test_agent_mode_cli,plugins\recon\test_agent_mode_cli,No,No,No,No,No
test_anthropic_agent,plugins\recon\test_anthropic_agent,No,No,No,No,No
test_api_security_e2e_smoke,plugins\recon\test_api_security_e2e_smoke,No,Yes,No,Yes,No
test_api_server,plugins\recon\test_api_server,No,Yes,No,Yes,No
test_arjun_integration,plugins\recon\test_arjun_integration,No,Yes,No,Yes,No
test_async_prompt,plugins\recon\test_async_prompt,No,No,No,No,No
test_authenticated_scan_coverage,plugins\recon\test_authenticated_scan_coverage,No,Yes,No,Yes,No
test_auth_profiles,plugins\recon\test_auth_profiles,No,No,No,No,No
test_auth_profiles_smoke,plugins\recon\test_auth_profiles_smoke,No,Yes,No,Yes,No
test_auth_profile_cli,plugins\recon\test_auth_profile_cli,No,No,No,No,No
test_auth_runner,plugins\recon\test_auth_runner,No,No,No,No,No
test_auth_scan_e2e_smoke,plugins\recon\test_auth_scan_e2e_smoke,No,Yes,No,Yes,No
test_auth_session,plugins\recon\test_auth_session,No,Yes,No,Yes,No
test_auth_session_bearer_flow,plugins\recon\test_auth_session_bearer_flow,No,Yes,No,Yes,No
test_backend_interface,plugins\recon\test_backend_interface,No,No,No,No,No
test_base_agent_coverage,plugins\recon\test_base_agent_coverage,No,No,No,No,No
test_benchmarks_scoring_common,plugins\recon\test_benchmarks_scoring_common,No,No,No,No,No
test_browser_agent,plugins\recon\test_browser_agent,No,No,No,No,No
test_browser_agent_e2e_smoke,plugins\recon\test_browser_agent_e2e_smoke,No,Yes,No,Yes,No
test_browser_crawler,plugins\recon\test_browser_crawler,No,Yes,No,Yes,No
test_cache,plugins\recon\test_cache,No,Yes,No,Yes,No
test_chain,plugins\recon\test_chain,No,No,No,No,No
test_chain_quality,plugins\recon\test_chain_quality,No,No,No,No,No
test_checkpoint,plugins\recon\test_checkpoint,No,Yes,No,No,No
test_ci_mode,plugins\recon\test_ci_mode,No,Yes,No,Yes,No
test_cli,plugins\recon\test_cli,No,Yes,No,Yes,No
test_cli_auth_coverage,plugins\recon\test_cli_auth_coverage,No,Yes,No,Yes,No
test_cli_vps_count,plugins\recon\test_cli_vps_count,No,No,No,No,No
test_common,plugins\recon\test_common,No,Yes,No,No,No
test_config,plugins\recon\test_config,No,No,No,No,No
test_connection,plugins\recon\test_connection,No,No,No,No,No
test_controller,plugins\recon\test_controller,No,No,No,No,No
test_core,plugins\recon\test_core,No,Yes,No,Yes,No
test_cost_tracker,plugins\recon\test_cost_tracker,No,No,No,No,No
test_csrf_auth_e2e_smoke,plugins\recon\test_csrf_auth_e2e_smoke,No,Yes,No,Yes,No
test_dashboard,plugins\recon\test_dashboard,No,Yes,No,Yes,No
test_dedup,plugins\recon\test_dedup,No,Yes,No,Yes,No
test_dns_resolver_auto,plugins\recon\test_dns_resolver_auto,No,Yes,No,No,No
test_e2e_probes,plugins\recon\test_e2e_probes,No,Yes,No,Yes,No
test_engagement_lifecycle_e2e,plugins\recon\test_engagement_lifecycle_e2e,No,Yes,No,Yes,No
test_ensure_webs_all,plugins\recon\test_ensure_webs_all,No,No,No,No,No
test_events,plugins\recon\test_events,No,No,No,No,No
test_evidence,plugins\recon\test_evidence,No,Yes,No,Yes,No
test_evidence_contract,plugins\recon\test_evidence_contract,No,Yes,No,Yes,No
test_exec_context,plugins\recon\test_exec_context,No,No,No,No,No
test_exports,plugins\recon\test_exports,No,Yes,No,No,No
test_export_cli,plugins\recon\test_export_cli,No,Yes,No,No,No
test_file_transfer,plugins\recon\test_file_transfer,No,No,No,No,No
test_full_flow,plugins\recon\test_full_flow,No,Yes,No,No,No
test_full_workflow,plugins\recon\test_full_workflow,No,Yes,No,Yes,No
test_handlers_misc,plugins\recon\test_handlers_misc,No,No,No,No,No
test_handler_meta,plugins\recon\test_handler_meta,No,Yes,No,Yes,No
test_handler_web_probes,plugins\recon\test_handler_web_probes,No,No,No,No,No
test_hitl_coverage,plugins\recon\test_hitl_coverage,No,Yes,No,Yes,No
test_injection,plugins\recon\test_injection,No,No,No,No,No
test_install_planner,plugins\recon\test_install_planner,No,No,No,No,No
test_install_preferences,plugins\recon\test_install_preferences,No,Yes,No,Yes,No
test_integration,plugins\recon\test_integration,No,No,No,No,No
test_integration_dvwa,plugins\recon\test_integration_dvwa,No,Yes,No,Yes,No
test_juiceshop_e2e_smoke,plugins\recon\test_juiceshop_e2e_smoke,No,Yes,No,Yes,No
test_langfuse,plugins\recon\test_langfuse,No,No,No,No,No
test_langfuse_1,plugins\recon\test_langfuse_1,No,No,No,No,No
test_legacy_probe_migration,plugins\recon\test_legacy_probe_migration,No,No,No,No,No
test_list_targets,plugins\recon\test_list_targets,No,Yes,No,No,No
test_llm,plugins\recon\test_llm,No,No,No,No,No
test_llm_e2e_smoke,plugins\recon\test_llm_e2e_smoke,No,No,No,No,No
test_llm_redteam,plugins\recon\test_llm_redteam,No,Yes,No,Yes,No
test_mcp_action_surface,plugins\recon\test_mcp_action_surface,No,No,No,No,No
test_mcp_auth_profile,plugins\recon\test_mcp_auth_profile,No,Yes,No,Yes,No
test_mcp_auth_session_reuse,plugins\recon\test_mcp_auth_session_reuse,No,No,No,No,No
test_mcp_client_and_hitl,plugins\recon\test_mcp_client_and_hitl,No,No,No,No,No
test_mcp_honeypot_e2e,plugins\recon\test_mcp_honeypot_e2e,No,Yes,No,Yes,No
test_mcp_security_tools,plugins\recon\test_mcp_security_tools,No,Yes,No,Yes,No
test_mcp_server,plugins\recon\test_mcp_server,No,No,No,No,No
test_mcp_server_coverage,plugins\recon\test_mcp_server_coverage,No,Yes,No,Yes,No
test_mcp_setup,plugins\recon\test_mcp_setup,No,No,No,No,No
test_misc_coverage,plugins\recon\test_misc_coverage,No,Yes,No,Yes,No
test_mobile_agent_e2e_smoke,plugins\recon\test_mobile_agent_e2e_smoke,No,Yes,No,Yes,No
test_monitor,plugins\recon\test_monitor,No,Yes,No,No,No
test_monitor_mode,plugins\recon\test_monitor_mode,No,Yes,No,No,No
test_new_high_roi_probes,plugins\recon\test_new_high_roi_probes,No,No,No,No,No
test_new_tool_integrations,plugins\recon\test_new_tool_integrations,No,Yes,No,No,No
test_observation_normalization,plugins\recon\test_observation_normalization,No,Yes,No,Yes,No
test_os_execution,plugins\recon\test_os_execution,No,Yes,No,Yes,No
test_output_parser,plugins\recon\test_output_parser,No,No,No,No,No
test_parallel,plugins\recon\test_parallel,No,Yes,No,No,No
test_payload_library,plugins\recon\test_payload_library,No,Yes,No,Yes,No
test_perf_profile,plugins\recon\test_perf_profile,No,Yes,No,No,No
test_permutation_wordlist_select,plugins\recon\test_permutation_wordlist_select,No,No,No,No,No
test_phase6,plugins\recon\test_phase6,No,Yes,No,No,No
test_playbook,plugins\recon\test_playbook,No,No,No,No,No
test_plugin_loader,plugins\recon\test_plugin_loader,No,No,No,No,No
test_primitives_evidence_capture,plugins\recon\test_primitives_evidence_capture,No,Yes,No,Yes,No
test_probe_asset_secrets,plugins\recon\test_probe_asset_secrets,No,Yes,No,Yes,No
test_probe_business_logic_fuzz,plugins\recon\test_probe_business_logic_fuzz,No,Yes,No,Yes,No
test_probe_captcha_replay,plugins\recon\test_probe_captcha_replay,No,Yes,No,Yes,No
test_probe_cors_reflection,plugins\recon\test_probe_cors_reflection,No,No,No,No,No
test_probe_coupon_forging,plugins\recon\test_probe_coupon_forging,No,No,No,No,No
test_probe_crawler,plugins\recon\test_probe_crawler,No,Yes,No,Yes,No
test_probe_cve_poc,plugins\recon\test_probe_cve_poc,No,No,No,No,No
test_probe_deserialization,plugins\recon\test_probe_deserialization,No,No,No,No,No
test_probe_dom_xss,plugins\recon\test_probe_dom_xss,No,No,No,No,No
test_probe_exif_metadata,plugins\recon\test_probe_exif_metadata,No,Yes,No,Yes,No
test_probe_file_upload_validation,plugins\recon\test_probe_file_upload_validation,No,No,No,No,No
test_probe_forced_error,plugins\recon\test_probe_forced_error,No,No,No,No,No
test_probe_graphql_introspection,plugins\recon\test_probe_graphql_introspection,No,No,No,No,No
test_probe_hidden_discovery,plugins\recon\test_probe_hidden_discovery,No,No,No,No,No
test_probe_host_header_reset_poisoning,plugins\recon\test_probe_host_header_reset_poisoning,No,No,No,No,No
test_probe_idor_authenticated,plugins\recon\test_probe_idor_authenticated,No,No,No,No,No
test_probe_idor_authz_differential,plugins\recon\test_probe_idor_authz_differential,No,No,No,No,No
test_probe_idor_sequential,plugins\recon\test_probe_idor_sequential,No,No,No,No,No
test_probe_ldap_injection,plugins\recon\test_probe_ldap_injection,No,No,No,No,No
test_probe_leaked_credentials,plugins\recon\test_probe_leaked_credentials,No,Yes,No,Yes,No
test_probe_mass_assignment,plugins\recon\test_probe_mass_assignment,No,No,No,No,No
test_probe_nosql_fuzz,plugins\recon\test_probe_nosql_fuzz,No,Yes,No,Yes,No
test_probe_oauth_pkce_downgrade,plugins\recon\test_probe_oauth_pkce_downgrade,No,Yes,No,Yes,No
test_probe_path_traversal,plugins\recon\test_probe_path_traversal,No,No,No,No,No
test_probe_primitives,plugins\recon\test_probe_primitives,No,No,No,No,No
test_probe_prototype_pollution,plugins\recon\test_probe_prototype_pollution,No,No,No,No,No
test_probe_race_condition,plugins\recon\test_probe_race_condition,No,No,No,No,No
test_probe_reflected_xss,plugins\recon\test_probe_reflected_xss,No,No,No,No,No
test_probe_registry,plugins\recon\test_probe_registry,No,No,No,No,No
test_probe_response_headers,plugins\recon\test_probe_response_headers,No,Yes,No,Yes,No
test_probe_sqli_fuzz,plugins\recon\test_probe_sqli_fuzz,No,Yes,No,Yes,No
test_probe_ssrf_cloud_metadata,plugins\recon\test_probe_ssrf_cloud_metadata,No,Yes,No,Yes,No
test_probe_ssti_fuzz,plugins\recon\test_probe_ssti_fuzz,No,Yes,No,Yes,No
test_probe_ssti_polyglot,plugins\recon\test_probe_ssti_polyglot,No,Yes,No,Yes,No
test_probe_ssti_stored,plugins\recon\test_probe_ssti_stored,No,No,No,No,No
test_probe_stored_xss,plugins\recon\test_probe_stored_xss,No,No,No,No,No
test_probe_web3,plugins\recon\test_probe_web3,No,No,No,No,No
test_probe_web_cache_deception,plugins\recon\test_probe_web_cache_deception,No,No,No,No,No
test_probe_xss_fuzz,plugins\recon\test_probe_xss_fuzz,No,Yes,No,Yes,No
test_probe_xxe_upload,plugins\recon\test_probe_xxe_upload,No,No,No,No,No
test_process_registry,plugins\recon\test_process_registry,No,No,No,No,No
test_profile_migration,plugins\recon\test_profile_migration,No,No,No,No,No
test_providers,plugins\recon\test_providers,No,No,No,No,No
test_registry_bridge,plugins\recon\test_registry_bridge,No,No,No,No,No
test_registry_coverage,plugins\recon\test_registry_coverage,No,Yes,No,Yes,No
test_registry_extended,plugins\recon\test_registry_extended,No,Yes,No,Yes,No
test_reporting,plugins\recon\test_reporting,No,Yes,No,No,No
test_report_only,plugins\recon\test_report_only,No,Yes,No,No,No
test_resolvers_external,plugins\recon\test_resolvers_external,No,Yes,No,Yes,No
test_resolvers_hardening,plugins\recon\test_resolvers_hardening,No,Yes,No,No,No
test_resolver_env,plugins\recon\test_resolver_env,No,No,No,No,No
test_sanitize,plugins\recon\test_sanitize,No,Yes,No,No,No
test_scanners,plugins\recon\test_scanners,No,Yes,No,Yes,No
test_scope,plugins\recon\test_scope,No,No,No,No,No
test_secure_credential,plugins\recon\test_secure_credential,No,No,No,No,No
test_session,plugins\recon\test_session,No,No,No,No,No
test_severity_calibration,plugins\recon\test_severity_calibration,No,Yes,No,Yes,No
test_shell_syntax,plugins\recon\test_shell_syntax,No,Yes,No,No,No
test_smoke,plugins\recon\test_smoke,No,Yes,No,No,No
test_spa_probes,plugins\recon\test_spa_probes,No,No,No,No,No
test_specialist_agents_coverage,plugins\recon\test_specialist_agents_coverage,No,No,No,No,No
test_stage1,plugins\recon\test_stage1,No,No,No,No,No
test_stage121_integration,plugins\recon\test_stage121_integration,No,Yes,No,Yes,No
test_stage122_integration,plugins\recon\test_stage122_integration,No,Yes,No,Yes,No
test_stage123_integration,plugins\recon\test_stage123_integration,No,Yes,No,Yes,No
test_stage13_orchestration,plugins\recon\test_stage13_orchestration,No,Yes,No,Yes,No
test_stage14_tui,plugins\recon\test_stage14_tui,No,Yes,No,Yes,No
test_stage15_plugins,plugins\recon\test_stage15_plugins,No,Yes,No,Yes,No
test_stage181_burp,plugins\recon\test_stage181_burp,No,Yes,No,Yes,No
test_stage182_traffic,plugins\recon\test_stage182_traffic,No,Yes,No,Yes,No
test_stage19_plugins,plugins\recon\test_stage19_plugins,No,Yes,No,Yes,No
test_stage2,plugins\recon\test_stage2,No,Yes,No,Yes,No
test_stage20_services,plugins\recon\test_stage20_services,No,Yes,No,Yes,No
test_stage2_integration,plugins\recon\test_stage2_integration,No,No,No,No,No
test_stealth_crawler,plugins\recon\test_stealth_crawler,No,Yes,No,Yes,No
test_subdomains_asn,plugins\recon\test_subdomains_asn,No,Yes,No,No,No
test_subdomains_filtering,plugins\recon\test_subdomains_filtering,No,Yes,No,No,No
test_sub_tls_no_match,plugins\recon\test_sub_tls_no_match,No,Yes,No,No,No
test_target_expander,plugins\recon\test_target_expander,No,No,No,No,No
test_terminal_output_modes,plugins\recon\test_terminal_output_modes,No,Yes,No,No,No
test_tool_bridge,plugins\recon\test_tool_bridge,No,Yes,No,Yes,No
test_tool_bridge_e2e,plugins\recon\test_tool_bridge_e2e,No,Yes,No,Yes,No
test_tool_installer,plugins\recon\test_tool_installer,No,Yes,No,Yes,No
test_tool_installer_coverage,plugins\recon\test_tool_installer_coverage,No,Yes,No,Yes,No
test_tool_installer_extended,plugins\recon\test_tool_installer_extended,No,Yes,No,Yes,No
test_tool_result_persistence,plugins\recon\test_tool_result_persistence,No,Yes,No,Yes,No
test_tracing_and_telemetry,plugins\recon\test_tracing_and_telemetry,No,No,No,No,No
test_tracing_coverage,plugins\recon\test_tracing_coverage,No,No,No,No,No
test_trigger_system,plugins\recon\test_trigger_system,No,No,No,No,No
test_ui_snapshots,plugins\recon\test_ui_snapshots,No,Yes,No,No,No
test_utils,plugins\recon\test_utils,No,Yes,No,No,No
test_validation,plugins\recon\test_validation,No,Yes,No,No,No
test_verbosity,plugins\recon\test_verbosity,No,No,No,No,No
test_vps_count_cli,plugins\recon\test_vps_count_cli,No,Yes,No,No,No
test_webprobe_full_formats,plugins\recon\test_webprobe_full_formats,No,Yes,No,No,No
test_web_agent_crawl_inject,plugins\recon\test_web_agent_crawl_inject,No,Yes,No,Yes,No
test_web_agent_set_auth,plugins\recon\test_web_agent_set_auth,No,No,No,No,No
test_working_memory,plugins\recon\test_working_memory,No,No,No,No,No
THANKS,plugins\recon\THANKS,No,Yes,No,No,No
thc,plugins\recon\thc,No,Yes,No,Yes,No
theharvester,plugins\recon\theharvester,No,Yes,No,Yes,No
threat-modeler,plugins\recon\threat-modeler,No,Yes,No,No,No
threatbook,plugins\recon\threatbook,No,Yes,No,Yes,No
threatcrowd,plugins\recon\threatcrowd,No,Yes,No,Yes,No
threatcrowd_2,plugins\recon\threatcrowd_2,No,Yes,No,Yes,No
threatminer,plugins\recon\threatminer,No,Yes,No,Yes,No
throttle,plugins\recon\throttle,No,Yes,No,Yes,No
TIER2-EXECUTION,plugins\recon\TIER2-EXECUTION,No,Yes,No,No,No
TIMELINE,plugins\recon\TIMELINE,No,Yes,No,No,No
tlsx,plugins\recon\tlsx,No,Yes,No,Yes,No
tls_cert,plugins\recon\tls_cert,No,Yes,No,Yes,No
tls_cert_1,plugins\recon\tls_cert_1,No,Yes,No,Yes,No
tls_fingerprint,plugins\recon\tls_fingerprint,No,Yes,No,Yes,No
tmux_manager,plugins\recon\tmux_manager,No,No,No,No,No
tool-checker,plugins\recon\tool-checker,No,Yes,No,Yes,No
tool-responses,plugins\recon\tool-responses,No,Yes,No,Yes,No
tool-runner,plugins\recon\tool-runner,No,Yes,No,Yes,No
tools,plugins\recon\tools,No,Yes,No,Yes,No
tools_commands,plugins\recon\tools_commands,No,No,No,No,No
tooltipcpython-313,plugins\recon\tooltipcpython-313,No,No,No,No,No
tool_bridge,plugins\recon\tool_bridge,No,Yes,No,Yes,No
tool_browser,plugins\recon\tool_browser,No,Yes,No,Yes,No
tool_chains,plugins\recon\tool_chains,No,Yes,No,Yes,No
tool_error_middleware,plugins\recon\tool_error_middleware,No,No,No,No,No
tool_error_middleware_test,plugins\recon\tool_error_middleware_test,No,No,No,No,No
tool_health,plugins\recon\tool_health,No,Yes,No,Yes,No
tool_installer,plugins\recon\tool_installer,No,Yes,No,Yes,No
tool_invoke_notify,plugins\recon\tool_invoke_notify,No,No,No,No,No
tool_lessons,plugins\recon\tool_lessons,No,Yes,No,Yes,No
tool_registry,plugins\recon\tool_registry,No,Yes,No,Yes,No
tool_result,plugins\recon\tool_result,No,Yes,No,Yes,No
tool_schemas,plugins\recon\tool_schemas,No,Yes,No,Yes,No
tool_versions,plugins\recon\tool_versions,No,Yes,No,No,No
totp-validator,plugins\recon\totp-validator,No,No,No,No,No
tracer,plugins\recon\tracer,No,No,No,No,No
tracing,plugins\recon\tracing,No,No,No,No,No
traffic_commands,plugins\recon\traffic_commands,No,Yes,No,Yes,No
traffic_parser,plugins\recon\traffic_parser,No,No,No,No,No
traffic_view,plugins\recon\traffic_view,No,Yes,No,Yes,No
train-archnet,plugins\recon\train-archnet,No,Yes,No,No,No
train-filternet,plugins\recon\train-filternet,No,No,No,No,No
train-simple,plugins\recon\train-simple,No,No,No,No,No
training-data-2025-12-24T03-29-17-267Z,plugins\recon\training-data-2025-12-24T03-29-17-267Z,No,Yes,No,No,No
training-data-2025-12-24T03-31-48-760Z,plugins\recon\training-data-2025-12-24T03-31-48-760Z,No,Yes,No,No,No
training-data-2025-12-24T04-13-25-236Z,plugins\recon\training-data-2025-12-24T04-13-25-236Z,No,Yes,No,No,No
training-data-2025-12-24T04-32-35-147Z,plugins\recon\training-data-2025-12-24T04-32-35-147Z,No,Yes,No,No,No
training-data-2025-12-24T04-43-48-405Z,plugins\recon\training-data-2025-12-24T04-43-48-405Z,No,Yes,No,No,No
transform,plugins\recon\transform,No,Yes,No,Yes,No
transform_test,plugins\recon\transform_test,No,Yes,No,Yes,No
transparentbanner,plugins\recon\transparentbanner,No,Yes,No,No,No
triage,plugins\recon\triage,No,Yes,No,No,No
triage-results,plugins\recon\triage-results,No,Yes,No,No,No
triage-rubric,plugins\recon\triage-rubric,No,Yes,No,No,No
triage-summary,plugins\recon\triage-summary,No,Yes,No,No,No
triage_sample,plugins\recon\triage_sample,No,Yes,No,Yes,No
trigger_system,plugins\recon\trigger_system,No,No,No,No,No
trivy,plugins\recon\trivy,No,No,No,No,No
TROUBLESHOOTING,plugins\recon\TROUBLESHOOTING,No,No,No,No,No
truncate,plugins\recon\truncate,No,No,No,No,No
truncate_test,plugins\recon\truncate_test,No,No,No,No,No
trusted_header_bypass,plugins\recon\trusted_header_bypass,No,No,No,No,No
tsconfig,plugins\recon\tsconfig,No,No,No,No,No
tsconfigbase,plugins\recon\tsconfigbase,No,No,No,No,No
tsconfig_1,plugins\recon\tsconfig_1,No,No,No,No,No
tsdownconfig,plugins\recon\tsdownconfig,No,No,No,No,No
tshark,plugins\recon\tshark,No,Yes,No,No,No
tshark_engine,plugins\recon\tshark_engine,No,Yes,No,Yes,No
tui,plugins\recon\tui,No,No,No,No,No
turbo,plugins\recon\turbo,No,No,No,No,No
txt,plugins\recon\txt,No,Yes,No,Yes,No
