Repository,Original Source,Wrapper Only,YAML Only,Audit File,Missing Executable,Estimated Integration %
ssl,False,True,False,False,True,20%
sslscan,False,True,False,False,True,20%
SslTrustAll,False,True,False,False,True,20%
SslTrustAll1,False,True,False,False,True,20%
SslTrustAllTimeoutSslSocketFactory,False,True,False,False,True,20%
ssl_checker,False,True,False,False,True,35%
ssrf_cloud_metadata,False,False,True,False,True,15%
ssti_fuzz,False,True,False,False,True,35%
ssti_polyglot,False,True,False,False,True,20%
ssti_stored,False,True,False,False,True,20%
stage121_catalog,False,True,False,False,True,35%
stage121_web,False,True,False,False,True,35%
stage122_catalog,False,True,False,False,True,35%
stage123_catalog,False,True,False,False,True,35%
STAGE2,False,True,False,False,True,20%
start,False,True,False,False,True,35%
stats,False,True,False,False,True,35%
status,False,True,False,False,True,20%
stderr,False,True,False,False,True,35%
stderr_1,False,True,False,False,True,35%
stdout,False,True,False,False,True,20%
stdout_1,False,True,False,False,True,20%
stealth_crawler,False,True,False,False,True,35%
steghide,False,True,False,False,True,20%
stig-analyst,False,True,False,False,True,35%
stored_xss,False,True,False,False,True,20%
style,False,True,False,False,True,20%
styles,False,True,False,False,True,20%
subdomain,False,True,False,False,True,35%
subdomain-enumeration,False,True,False,False,True,35%
subdomain-hunter-agent,False,True,False,False,True,35%
subdomains,False,True,False,False,True,35%
subdomainstxt,False,True,False,False,True,35%
subdomains_1,False,True,False,False,True,35%
subdomains_2,False,True,False,False,True,35%
subdomains_v0,False,True,False,False,True,35%
subdomains_v1,False,True,False,False,True,35%
subdomains_v2,False,True,False,False,True,35%
subfinder,False,True,False,False,True,35%
subfinder-logo,False,True,False,False,True,35%
subfinder-run,False,True,False,False,True,35%
subfinder_2,False,True,False,False,True,35%
sublist3r_tool,False,True,False,False,True,35%
submd,False,True,False,False,True,35%
SUBPROCESSORS,False,True,False,False,True,35%
subprocess_mixin,False,True,False,False,True,20%
subprocess_runner,False,True,False,False,True,20%
subs,False,True,False,False,True,35%
sub_agent_context,False,True,False,False,True,20%
sub_agent_context_test,False,True,False,False,True,20%
suggestion_engine,False,True,False,False,True,35%
SUMMARY,False,True,False,False,True,20%
summary-mapper,False,True,False,False,True,20%
support,False,True,False,False,True,35%
support_test,False,True,False,False,True,35%
surface_mapping,False,True,False,False,True,20%
swagger,False,True,False,False,True,35%
swagger_2,False,True,False,False,True,20%
swagger_parser,False,True,False,False,True,20%
swarm-orchestrator,False,True,False,False,True,35%
tag_engine,False,True,False,False,True,35%
takeover_detector,False,True,False,False,True,35%
target-model,False,True,False,False,True,35%
targets,False,True,False,False,True,20%
target_classifier,False,True,False,False,True,35%
task-management,False,True,False,False,True,35%
tasks,False,True,False,False,True,20%
task_handler,False,True,False,False,True,20%
task_manager,False,True,False,False,True,20%
task_processor,False,True,False,False,True,20%
task_tree_manager,False,True,False,False,True,20%
tech-fingerprinter-agent,False,True,False,False,True,35%
tech_detection,False,True,False,False,True,20%
telemetry,False,True,False,False,True,20%
templates,False,True,False,False,True,35%
template_manager,False,True,False,False,True,35%
terminal,False,True,False,False,True,20%
terminal_ws_unix,False,True,False,False,True,20%
TERMS,False,True,False,False,True,35%
terrascan,False,True,False,False,True,20%
test-cortex-integration,False,True,False,False,True,20%
test-gen-agent,False,True,False,False,True,20%
test-lsg-v2,False,True,False,False,True,35%
test-multibar,False,True,False,False,True,20%
test-suite,False,True,False,False,True,35%
test1,False,True,False,False,True,35%
test2,False,True,False,False,True,35%
testLogin,False,True,False,False,True,20%
tests,False,True,False,False,True,20%
testssl,False,True,False,False,True,20%
test_agents_parallel,False,True,False,False,True,20%
test_agent_loop,False,True,False,False,True,20%
test_agent_mode_cli,False,True,False,False,True,20%
test_anthropic_agent,False,True,False,False,True,20%
test_api_security_e2e_smoke,False,True,False,False,True,20%
test_api_server,False,True,False,False,True,35%
test_arjun_integration,False,True,False,False,True,35%
test_async_prompt,False,True,False,False,True,20%
test_authenticated_scan_coverage,False,True,False,False,True,35%
test_auth_profiles,False,True,False,False,True,20%
test_auth_profiles_smoke,False,True,False,False,True,35%
test_auth_profile_cli,False,True,False,False,True,20%
test_auth_runner,False,True,False,False,True,20%
test_auth_scan_e2e_smoke,False,True,False,False,True,35%
test_auth_session,False,True,False,False,True,35%
test_auth_session_bearer_flow,False,True,False,False,True,35%
test_backend_interface,False,True,False,False,True,20%
test_base_agent_coverage,False,True,False,False,True,20%
test_benchmarks_scoring_common,False,True,False,False,True,20%
test_browser_agent,False,True,False,False,True,20%
test_browser_agent_e2e_smoke,False,True,False,False,True,35%
test_browser_crawler,False,True,False,False,True,35%
test_cache,False,True,False,False,True,20%
test_chain,False,True,False,False,True,20%
test_chain_quality,False,True,False,False,True,20%
test_checkpoint,False,True,False,False,True,35%
test_ci_mode,False,True,False,False,True,35%
test_cli,False,True,False,False,True,35%
test_cli_auth_coverage,False,True,False,False,True,35%
test_cli_vps_count,False,True,False,False,True,20%
test_common,False,True,False,False,True,35%
test_config,False,True,False,False,True,20%
test_connection,False,True,False,False,True,20%
test_controller,False,True,False,False,True,20%
test_core,False,True,False,False,True,20%
test_cost_tracker,False,True,False,False,True,20%
test_csrf_auth_e2e_smoke,False,True,False,False,True,35%
test_dashboard,False,True,False,False,True,35%
test_dedup,False,True,False,False,True,20%
test_dns_resolver_auto,False,True,False,False,True,35%
test_e2e_probes,False,True,False,False,True,35%
test_engagement_lifecycle_e2e,False,True,False,False,True,35%
test_ensure_webs_all,False,True,False,False,True,20%
test_events,False,True,False,False,True,20%
test_evidence,False,True,False,False,True,20%
test_evidence_contract,False,True,False,False,True,35%
test_exec_context,False,True,False,False,True,20%
test_exports,False,True,False,False,True,35%
test_export_cli,False,True,False,False,True,35%
test_file_transfer,False,True,False,False,True,20%
test_full_flow,False,True,False,False,True,35%
test_full_workflow,False,True,False,False,True,20%
test_handlers_misc,False,True,False,False,True,20%
test_handler_meta,False,True,False,False,True,35%
test_handler_web_probes,False,True,False,False,True,20%
test_hitl_coverage,False,True,False,False,True,20%
test_injection,False,True,False,False,True,20%
test_install_planner,False,True,False,False,True,20%
test_install_preferences,False,True,False,False,True,20%
test_integration,False,True,False,False,True,20%
test_integration_dvwa,False,True,False,False,True,35%
test_juiceshop_e2e_smoke,False,True,False,False,True,35%
test_langfuse,False,True,False,False,True,20%
test_langfuse_1,False,True,False,False,True,20%
test_legacy_probe_migration,False,True,False,False,True,20%
test_list_targets,False,True,False,False,True,20%
test_llm,False,True,False,False,True,20%
test_llm_e2e_smoke,False,True,False,False,True,20%
test_llm_redteam,False,True,False,False,True,35%
test_mcp_action_surface,False,True,False,False,True,20%
test_mcp_auth_profile,False,True,False,False,True,35%
test_mcp_auth_session_reuse,False,True,False,False,True,20%
test_mcp_client_and_hitl,False,True,False,False,True,20%
test_mcp_honeypot_e2e,False,True,False,False,True,20%
test_mcp_security_tools,False,True,False,False,True,20%
test_mcp_server,False,True,False,False,True,20%
test_mcp_server_coverage,False,True,False,False,True,35%
test_mcp_setup,False,True,False,False,True,20%
test_misc_coverage,False,True,False,False,True,20%
test_mobile_agent_e2e_smoke,False,True,False,False,True,20%
test_monitor,False,True,False,False,True,35%
test_monitor_mode,False,True,False,False,True,35%
test_new_high_roi_probes,False,True,False,False,True,20%
test_new_tool_integrations,False,True,False,False,True,35%
test_observation_normalization,False,True,False,False,True,20%
test_os_execution,False,True,False,False,True,20%
test_output_parser,False,True,False,False,True,20%
test_parallel,False,True,False,False,True,20%
test_payload_library,False,True,False,False,True,20%
test_perf_profile,False,True,False,False,True,20%
test_permutation_wordlist_select,False,True,False,False,True,20%
test_phase6,False,True,False,False,True,35%
test_playbook,False,True,False,False,True,20%
test_plugin_loader,False,True,False,False,True,20%
test_primitives_evidence_capture,False,True,False,False,True,20%
test_probe_asset_secrets,False,True,False,False,True,35%
test_probe_business_logic_fuzz,False,True,False,False,True,20%
test_probe_captcha_replay,False,True,False,False,True,20%
test_probe_cors_reflection,False,True,False,False,True,20%
test_probe_coupon_forging,False,True,False,False,True,20%
test_probe_crawler,False,True,False,False,True,35%
test_probe_cve_poc,False,True,False,False,True,20%
test_probe_deserialization,False,True,False,False,True,20%
test_probe_dom_xss,False,True,False,False,True,20%
test_probe_exif_metadata,False,True,False,False,True,35%
test_probe_file_upload_validation,False,True,False,False,True,20%
test_probe_forced_error,False,True,False,False,True,20%
test_probe_graphql_introspection,False,True,False,False,True,20%
test_probe_hidden_discovery,False,True,False,False,True,20%
test_probe_host_header_reset_poisoning,False,True,False,False,True,20%
test_probe_idor_authenticated,False,True,False,False,True,20%
test_probe_idor_authz_differential,False,True,False,False,True,20%
test_probe_idor_sequential,False,True,False,False,True,20%
test_probe_ldap_injection,False,True,False,False,True,20%
test_probe_leaked_credentials,False,True,False,False,True,35%
test_probe_mass_assignment,False,True,False,False,True,20%
test_probe_nosql_fuzz,False,True,False,False,True,35%
test_probe_oauth_pkce_downgrade,False,True,False,False,True,35%
test_probe_path_traversal,False,True,False,False,True,20%
test_probe_primitives,False,True,False,False,True,20%
test_probe_prototype_pollution,False,True,False,False,True,20%
test_probe_race_condition,False,True,False,False,True,20%
test_probe_reflected_xss,False,True,False,False,True,20%
test_probe_registry,False,True,False,False,True,20%
test_probe_response_headers,False,True,False,False,True,20%
test_probe_sqli_fuzz,False,True,False,False,True,35%
test_probe_ssrf_cloud_metadata,False,False,True,False,True,15%
test_probe_ssti_fuzz,False,True,False,False,True,35%
test_probe_ssti_polyglot,False,True,False,False,True,20%
test_probe_ssti_stored,False,True,False,False,True,20%
test_probe_stored_xss,False,True,False,False,True,20%
test_probe_web3,False,True,False,False,True,20%
test_probe_web_cache_deception,False,True,False,False,True,20%
test_probe_xss_fuzz,False,True,False,False,True,35%
test_probe_xxe_upload,False,True,False,False,True,20%
test_process_registry,False,True,False,False,True,20%
test_profile_migration,False,True,False,False,True,20%
test_providers,False,True,False,False,True,20%
test_registry_bridge,False,True,False,False,True,20%
test_registry_coverage,False,True,False,False,True,35%
test_registry_extended,False,True,False,False,True,35%
test_reporting,False,True,False,False,True,35%
test_report_only,False,True,False,False,True,35%
test_resolvers_external,False,True,False,False,True,35%
test_resolvers_hardening,False,True,False,False,True,35%
test_resolver_env,False,True,False,False,True,20%
test_sanitize,False,True,False,False,True,35%
test_scanners,False,True,False,False,True,35%
test_scope,False,True,False,False,True,20%
test_secure_credential,False,True,False,False,True,20%
test_session,False,True,False,False,True,20%
test_severity_calibration,False,True,False,False,True,20%
test_shell_syntax,False,True,False,False,True,35%
test_smoke,False,True,False,False,True,35%
test_spa_probes,False,True,False,False,True,20%
test_specialist_agents_coverage,False,True,False,False,True,20%
test_stage1,False,True,False,False,True,20%
test_stage121_integration,False,True,False,False,True,35%
test_stage122_integration,False,True,False,False,True,35%
test_stage123_integration,False,True,False,False,True,35%
test_stage13_orchestration,False,True,False,False,True,35%
test_stage14_tui,False,True,False,False,True,35%
test_stage15_plugins,False,True,False,False,True,35%
test_stage181_burp,False,True,False,False,True,35%
test_stage182_traffic,False,True,False,False,True,35%
test_stage19_plugins,False,True,False,False,True,35%
test_stage2,False,True,False,False,True,20%
test_stage20_services,False,True,False,False,True,35%
test_stage2_integration,False,True,False,False,True,20%
test_stealth_crawler,False,True,False,False,True,35%
test_subdomains_asn,False,True,False,False,True,35%
test_subdomains_filtering,False,True,False,False,True,35%
test_sub_tls_no_match,False,True,False,False,True,35%
test_target_expander,False,True,False,False,True,20%
test_terminal_output_modes,False,True,False,False,True,35%
test_tool_bridge,False,True,False,False,True,20%
test_tool_bridge_e2e,False,True,False,False,True,20%
test_tool_installer,False,True,False,False,True,20%
test_tool_installer_coverage,False,True,False,False,True,20%
test_tool_installer_extended,False,True,False,False,True,35%
test_tool_result_persistence,False,True,False,False,True,20%
test_tracing_and_telemetry,False,True,False,False,True,20%
test_tracing_coverage,False,True,False,False,True,20%
test_trigger_system,False,True,False,False,True,20%
test_ui_snapshots,False,True,False,False,True,35%
test_utils,False,True,False,False,True,35%
test_validation,False,True,False,False,True,35%
test_verbosity,False,True,False,False,True,20%
test_vps_count_cli,False,True,False,False,True,35%
test_webprobe_full_formats,False,True,False,False,True,35%
test_web_agent_crawl_inject,False,True,False,False,True,35%
test_web_agent_set_auth,False,True,False,False,True,20%
test_working_memory,False,True,False,False,True,20%
THANKS,False,True,False,False,True,35%
thc,False,True,False,False,True,35%
theharvester,False,True,False,False,True,35%
threat-modeler,False,True,False,False,True,35%
threatbook,False,True,False,False,True,35%
threatcrowd,False,True,False,False,True,35%
threatcrowd_2,False,True,False,False,True,35%
threatminer,False,True,False,False,True,35%
throttle,False,True,False,False,True,20%
TIER2-EXECUTION,False,True,False,False,True,35%
TIMELINE,False,True,False,False,True,35%
tlsx,False,True,False,False,True,35%
tls_cert,False,True,False,False,True,35%
tls_cert_1,False,True,False,False,True,35%
tls_fingerprint,False,True,False,False,True,20%
tmux_manager,False,True,False,False,True,20%
tool-checker,False,True,False,False,True,35%
tool-responses,False,True,False,False,True,20%
tool-runner,False,True,False,False,True,35%
tools,False,True,False,False,True,35%
tools_commands,False,True,False,False,True,20%
tooltipcpython-313,False,True,False,False,True,20%
tool_bridge,False,True,False,False,True,20%
tool_browser,False,True,False,False,True,35%
tool_chains,False,True,False,False,True,35%
tool_error_middleware,False,True,False,False,True,20%
tool_error_middleware_test,False,True,False,False,True,20%
tool_health,False,True,False,False,True,20%
tool_installer,False,True,False,False,True,35%
tool_invoke_notify,False,True,False,False,True,20%
tool_lessons,False,True,False,False,True,35%
tool_registry,False,True,False,False,True,35%
tool_result,False,True,False,False,True,35%
tool_schemas,False,True,False,False,True,35%
tool_versions,False,True,False,False,True,35%
totp-validator,False,True,False,False,True,20%
tracer,False,True,False,False,True,20%
tracing,False,True,False,False,True,20%
traffic_commands,False,True,False,False,True,35%
traffic_parser,False,True,False,False,True,20%
traffic_view,False,True,False,False,True,35%
train-archnet,False,True,False,False,True,20%
train-filternet,False,True,False,False,True,20%
train-simple,False,True,False,False,True,20%
training-data-2025-12-24T03-29-17-267Z,False,True,False,False,True,35%
training-data-2025-12-24T03-31-48-760Z,False,True,False,False,True,20%
training-data-2025-12-24T04-13-25-236Z,False,True,False,False,True,20%
training-data-2025-12-24T04-32-35-147Z,False,True,False,False,True,20%
training-data-2025-12-24T04-43-48-405Z,False,True,False,False,True,20%
transform,False,True,False,False,True,35%
transform_test,False,True,False,False,True,35%
transparentbanner,False,True,False,False,True,35%
triage,False,True,False,False,True,35%
triage-results,False,True,False,False,True,20%
triage-rubric,False,True,False,False,True,20%
triage-summary,False,True,False,False,True,20%
triage_sample,False,True,False,False,True,20%
trigger_system,False,True,False,False,True,20%
trivy,False,True,False,False,True,20%
TROUBLESHOOTING,False,True,False,False,True,20%
truncate,False,True,False,False,True,20%
truncate_test,False,True,False,False,True,20%
trusted_header_bypass,False,True,False,False,True,20%
tsconfig,False,True,False,False,True,20%
tsconfigbase,False,True,False,False,True,20%
tsconfig_1,False,True,False,False,True,20%
tsdownconfig,False,True,False,False,True,20%
tshark,False,True,False,False,True,35%
tshark_engine,False,True,False,False,True,35%
tui,False,True,False,False,True,20%
turbo,False,True,False,False,True,20%
txt,False,True,False,False,True,35%
txt_1,False,True,False,False,True,35%
type,False,True,False,False,True,35%
types,False,True,False,False,True,20%
types_1,False,True,False,False,True,35%
types_2,False,True,False,False,True,20%
types_6,False,True,False,False,True,20%
types_7,False,True,False,False,True,20%
types_9,False,True,False,False,True,35%
unauthed-decision-log,False,True,False,False,True,20%
unauthed-findings,False,True,False,False,True,35%
unauthed-findings_1,False,True,False,False,True,35%
update,False,True,False,False,True,20%
upgrade,False,True,False,False,True,20%
url,False,True,False,False,True,35%
urlscan,False,True,False,False,True,20%
urlscan_2,False,True,False,False,True,35%
utils,False,True,False,False,True,35%
utils_2,False,True,False,False,True,20%
uv_1,False,True,False,False,True,35%
validate,False,True,False,False,True,20%
validate-authentication,False,True,False,False,True,20%
validate_2,False,True,False,False,True,35%
validation-harness,False,True,False,False,True,20%
validator,False,True,False,False,True,20%
validatorcpython-313,False,True,False,False,True,20%
vars,False,True,False,False,True,20%
vault,False,True,False,False,True,35%
version,False,True,False,False,True,20%
viewport,False,True,False,False,True,20%
virtual-host-enumeration,False,True,False,False,True,35%
virustotal,False,True,False,False,True,35%
virustotal_1,False,True,False,False,True,35%
virustotal_3,False,True,False,False,True,35%
viz,False,True,False,False,True,35%
volatility3,False,True,False,False,True,20%
vuln-hypothesizer,False,False,True,False,True,15%
vuln-scanner,False,False,True,False,True,15%
vuln-ssrf,False,False,True,False,True,15%
vuln-ssrf_2,False,False,True,False,True,15%
vulnerability_concepts,False,False,True,False,True,15%
vuln_analysis,False,False,True,False,True,15%
wayback,False,True,False,False,True,20%
waybackarchive,False,True,False,False,True,35%
waybackurls,False,True,False,False,True,20%
waybackurls_2,False,True,False,False,True,35%
wayback_1,False,True,False,False,True,35%
waymore,False,True,False,False,True,35%
web,False,True,False,False,True,35%
web-app-quick,False,True,False,False,True,35%
web-hunter,False,True,False,False,True,35%
web3_probe,False,True,False,False,True,20%
webhook-reporter,False,True,False,False,True,20%
webhooks,False,True,False,False,True,20%
webshell,False,True,False,False,True,20%
webshell-management,False,True,False,False,True,35%
webshell_context,False,True,False,False,True,20%
webshell_context_test,False,True,False,False,True,20%
webshell_probe,False,True,False,False,True,20%
websocket,False,True,False,False,True,20%
web_agent,False,True,False,False,True,35%
web_assets,False,True,False,False,True,20%
web_cache_deception,False,True,False,False,True,35%
web_enum,False,True,False,False,True,20%
web_intelligence_view,False,True,False,False,True,20%
web_parser,False,True,False,False,True,20%
web_pipeline,False,True,False,False,True,35%
web_probes,False,True,False,False,True,20%
web_recon,False,True,False,False,True,35%
wechat,False,True,False,False,True,20%
wechat-robot,False,True,False,False,True,20%
wechat_robot,False,True,False,False,True,20%
whatweb,False,True,False,False,True,35%
whatweb_2,False,True,False,False,True,20%
whois,False,True,False,False,True,35%
whoisxmlapi,False,True,False,False,True,35%
whois_lookup,False,True,False,False,True,35%
wildcard_detector,False,True,False,False,True,35%
windvane,False,True,False,False,True,35%
winrm-detection,False,True,False,False,True,20%
wireless-pentester,False,True,False,False,True,35%
wireless_agent,False,True,False,False,True,20%
wordlist,False,True,False,False,True,20%
wordlist_test,False,True,False,False,True,20%
workflow-errors,False,True,False,False,True,20%
workflow-logger,False,True,False,False,True,20%
workflow_builder,False,True,False,False,True,35%
workflow_definitions,False,True,False,False,True,35%
workflow_engine,False,True,False,False,True,20%
workflow_engine_1,False,True,False,False,True,20%
workflow_planner,False,True,False,False,True,35%
workflow_player,False,True,False,False,True,20%
workflow_recorder,False,True,False,False,True,20%
workflow_templates,False,True,False,False,True,35%
workspaces_1,False,True,False,False,True,20%
world-model,False,True,False,False,True,35%
WorldModel,False,True,False,False,True,35%
WorldModeltest,False,True,False,False,True,35%
wpscan,False,True,False,False,True,20%
writer,False,True,False,False,True,20%
xbow-performance-comparison,False,True,False,False,True,35%
xss,False,True,False,False,True,20%
xss-validator-agent,False,True,False,False,True,35%
xss_fuzz,False,True,False,False,True,35%
xss_scan,False,True,False,False,True,20%
xxe_upload,False,True,False,False,True,20%
zap,False,True,False,False,True,20%
zetalytics,False,True,False,False,True,35%
zoomeyeapi,False,True,False,False,True,35%
zoomeye_search,False,True,False,False,True,35%
zsteg,False,True,False,False,True,20%
_11,False,True,False,False,True,35%
_12,False,True,False,False,True,35%
_13,False,True,False,False,True,20%
_14,False,True,False,False,True,20%
_15,False,True,False,False,True,35%
_rules_1,False,True,False,False,True,20%
_scope-guard,False,True,False,False,True,35%
_target_1,False,True,False,False,True,20%
__init__cpython-313,False,True,False,False,True,20%
__init__cpython-313_1,False,True,False,False,True,20%
__init___105,False,True,False,False,True,35%
__init___106,False,True,False,False,True,35%
__init___107,False,True,False,False,True,35%
__init___109,False,True,False,False,True,20%
__init___11,False,True,False,False,True,20%
__init___112,False,True,False,False,True,20%
__init___115,False,True,False,False,True,20%
__init___116,False,True,False,False,True,20%
__init___117,False,True,False,False,True,35%
__init___121,False,True,False,False,True,35%
__init___122,False,True,False,False,True,35%
__init___129,False,True,False,False,True,35%
__init___135,False,True,False,False,True,20%
__init___141,False,True,False,False,True,20%
__init___142,False,True,False,False,True,20%
__init___144,False,True,False,False,True,20%
__init___146,False,True,False,False,True,20%
__init___147,False,True,False,False,True,20%
__init___148,False,True,False,False,True,35%
__init___149,False,True,False,False,True,35%
__init___153,False,True,False,False,True,20%
__init___156,False,True,False,False,True,35%
__init___17,False,True,False,False,True,20%
__init___201,False,True,False,False,True,20%
__init___202,False,True,False,False,True,20%
__init___203,False,True,False,False,True,20%
__init___205,False,True,False,False,True,20%
__init___207,False,True,False,False,True,20%
__init___211,False,True,False,False,True,20%
__init___212,False,True,False,False,True,20%
__init___213,False,True,False,False,True,20%
__init___214,False,True,False,False,True,20%
__init___215,False,True,False,False,True,20%
__init___216,False,True,False,False,True,20%
__init___217,False,True,False,False,True,20%
__init___218,False,True,False,False,True,20%
__init___219,False,True,False,False,True,20%
__init___22,False,True,False,False,True,20%
__init___224,False,True,False,False,True,20%
__init___231,False,True,False,False,True,20%
__init___28,False,True,False,False,True,20%
__init___29,False,True,False,False,True,20%
__init___30,False,True,False,False,True,35%
__init___31,False,True,False,False,True,20%
__init___33,False,True,False,False,True,35%
__init___34,False,True,False,False,True,20%
__init___35,False,True,False,False,True,20%
__init___36,False,True,False,False,True,35%
__init___37,False,True,False,False,True,35%
__init___38,False,True,False,False,True,20%
__init___43,False,True,False,False,True,20%
__init___50,False,True,False,False,True,20%
__init___51,False,True,False,False,True,20%
__init___52,False,True,False,False,True,20%
__init___54,False,True,False,False,True,20%
__init___55,False,True,False,False,True,20%
__init___57,False,True,False,False,True,20%
__init___58,False,True,False,False,True,20%
__init___6,False,True,False,False,True,20%
__init___64,False,True,False,False,True,20%
__init___70,False,True,False,False,True,20%
__init___71,False,True,False,False,True,20%
__main__,False,True,False,False,True,20%
__main___1,False,True,False,False,True,35%
analyze_repos,False,False,True,False,True,15%
app,False,False,True,False,True,15%
aquatone,False,False,True,False,True,15%
artifact-manifest,False,False,True,False,True,15%
authed-stderr,False,False,True,False,True,15%
banner_3,False,False,True,False,True,15%
book,False,False,True,False,True,15%
bug_2,False,False,True,False,True,15%
bug_report_2,False,False,True,False,True,15%
capability_map,False,False,True,False,True,15%
check_artifacts_all,False,False,True,False,True,15%
chunk_eino,False,False,True,False,True,15%
compare_baseline,False,False,True,False,True,15%
config,False,False,True,False,True,15%
config_2,False,False,True,False,True,15%
config_test,False,False,True,False,True,15%
curl,False,False,True,False,True,15%
diff,False,False,True,False,True,15%
ding,False,False,True,False,True,15%
dirsearch,False,False,True,False,True,15%
execution,False,False,True,False,True,15%
fping_tool,False,False,True,False,True,15%
generator,False,False,True,False,True,15%
generatorcpython-313,False,False,True,False,True,15%
gitbook,False,False,True,False,True,15%
ground-truth-validator,False,False,True,False,True,15%
index_2,False,False,True,False,True,15%
index_6,False,False,True,False,True,15%
index_pipeline_test,False,False,True,False,True,15%
inputFiles,False,False,True,False,True,15%
lfi_wordlist,False,False,True,False,True,15%
listener_websocket,False,False,True,False,True,15%
main_10,False,False,True,False,True,15%
Makefile_2,False,False,True,False,True,15%
manager,False,False,True,False,True,15%
models,False,False,True,False,True,15%
netdiscover_tool,False,False,True,False,True,15%
plugins,False,False,True,False,True,15%
plugin_manager,False,False,True,False,True,15%
PULL_REQUEST_TEMPLATE,False,False,True,False,True,15%
radare2,False,False,True,False,True,15%
README_24,False,False,True,False,True,15%
renderer,False,False,True,False,True,15%
report-executive_1,False,False,True,False,True,15%
reporter,False,False,True,False,True,15%
reporting-cherrytree,False,False,True,False,True,15%
reporting-markdown,False,False,True,False,True,15%
report_15,False,False,True,False,True,15%
report_generator,False,False,True,False,True,15%
resource_availability,False,False,True,False,True,15%
rollback-beta,False,False,True,False,True,15%
run_benchmarks,False,False,True,False,True,15%
run_tests,False,False,True,False,True,15%
scan_optimizer,False,False,True,False,True,15%
session_manager,False,False,True,False,True,15%
SKILL_22,False,False,True,False,True,15%
ssh_manager,False,False,True,False,True,15%
sslscan,False,False,True,False,True,15%
targets,False,False,True,False,True,15%
testssl,False,False,True,False,True,15%
test_hitl_coverage,False,False,True,False,True,15%
test_list_targets,False,False,True,False,True,15%
test_parallel,False,False,True,False,True,15%
test_primitives_evidence_capture,False,False,True,False,True,15%
test_probe_captcha_replay,False,False,True,False,True,15%
test_probe_response_headers,False,False,True,False,True,15%
test_probe_ssti_polyglot,False,False,True,False,True,15%
test_stage2,False,False,True,False,True,15%
throttle,False,False,True,False,True,15%
tls_fingerprint,False,False,True,False,True,15%
tool-responses,False,False,True,False,True,15%
tool_health,False,False,True,False,True,15%
train-archnet,False,False,True,False,True,15%
training-data-2025-12-24T03-31-48-760Z,False,False,True,False,True,15%
training-data-2025-12-24T04-13-25-236Z,False,False,True,False,True,15%
training-data-2025-12-24T04-32-35-147Z,False,False,True,False,True,15%
training-data-2025-12-24T04-43-48-405Z,False,False,True,False,True,15%
types_6,False,False,True,False,True,15%
vuln-authz_1,False,False,True,False,True,15%
vuln-auth_1,False,False,True,False,True,15%
vuln-injection_1,False,False,True,False,True,15%
vulnerability,False,False,True,False,True,15%
webhook-reporter,False,False,True,False,True,15%
websocket,False,False,True,False,True,15%
workflow_player,False,False,True,False,True,15%
workflow_recorder,False,False,True,False,True,15%
workspaces_1,False,False,True,False,True,15%
__init___54,False,False,True,False,True,15%
AGENT-GUIDE,False,True,False,False,True,20%
agent_mode_controller,False,True,False,False,True,20%
attackchain_1,False,True,False,False,True,20%
balanced-active-scan,False,True,False,False,True,20%
BigQueryInjection,False,True,False,False,True,20%
cache,False,True,False,False,True,20%
CassandraInjection,False,True,False,False,True,20%
checkpoint-provider,False,True,False,False,True,20%
concurrency,False,True,False,False,True,20%
container,False,True,False,False,True,20%
context,False,True,False,False,True,20%
conversation_1,False,True,False,False,True,20%
cve_mapper,False,True,False,False,True,20%
cvss,False,True,False,False,True,20%
database,False,True,False,False,True,20%
DB2Injection,False,True,False,False,True,20%
db_1,False,True,False,False,True,20%
db_test,False,True,False,False,True,20%
deliverables,False,True,False,False,True,20%
detection_agent,False,True,False,False,True,20%
eino_adk_run_loop,False,True,False,False,True,20%
eino_meta_test,False,True,False,False,True,20%
eino_retriever_adapter,False,True,False,False,True,20%
eino_retrieve_chain,False,True,False,False,True,20%
eino_sqlite_indexer,False,True,False,False,True,20%
endpoint-prober,False,True,False,False,True,20%
ErrorPatternAnalyzer,False,True,False,False,True,20%
exploit,False,True,False,False,True,20%
exploit-authz_1,False,True,False,False,True,20%
exploit-authz_3,False,True,False,False,True,20%
exploit-auth_1,False,True,False,False,True,20%
exploit-auth_3,False,True,False,False,True,20%
exploit-chainer,False,True,False,False,True,20%
exploit-guide,False,True,False,False,True,20%
exploit-injection_1,False,True,False,False,True,20%
exploit-injection_2,False,True,False,False,True,20%
exploit-injection_3,False,True,False,False,True,20%
exploit-ssrf,False,True,False,False,True,20%
exploit-ssrf_1,False,True,False,False,True,20%
exploit-ssrf_2,False,True,False,False,True,20%
exploit-ssrf_3,False,True,False,False,True,20%
exploit-xss_1,False,True,False,False,True,20%
exploit-xss_3,False,True,False,False,True,20%
exploitation-checker,False,True,False,False,True,20%
export,False,True,False,False,True,20%
export-metrics,False,True,False,False,True,20%
finalizers,False,True,False,False,True,20%
findings,False,True,False,False,True,20%
FINDINGS-DB,False,True,False,False,True,20%
findings-provider,False,True,False,False,True,20%
findings-renderer,False,True,False,False,True,20%
generators,False,True,False,False,True,20%
gowitness,False,True,False,False,True,20%
Hackable2_3,False,True,False,False,True,20%
handoff,False,True,False,False,True,20%
index_pipeline,False,True,False,False,True,20%
Kioptrix_level_1,False,True,False,False,True,20%
