File,Tool,Implementation Status,Missing Components
plugins\recon\test_handler_web_probes\plugin.py,test_handler_web_probes,Partially implemented,pass
plugins\recon\test_hitl_coverage\plugin.py,test_hitl_coverage,Partially implemented,pass
plugins\recon\test_injection\plugin.py,test_injection,Partially implemented,pass
plugins\recon\test_install_planner\plugin.py,test_install_planner,Partially implemented,pass
plugins\recon\test_install_preferences\plugin.py,test_install_preferences,Partially implemented,pass
plugins\recon\test_integration\plugin.py,test_integration,Partially implemented,pass
plugins\recon\test_integration_dvwa\plugin.py,test_integration_dvwa,Partially implemented,pass
plugins\recon\test_juiceshop_e2e_smoke\plugin.py,test_juiceshop_e2e_smoke,Partially implemented,pass
plugins\recon\test_langfuse\plugin.py,test_langfuse,Partially implemented,pass
plugins\recon\test_langfuse_1\plugin.py,test_langfuse_1,Partially implemented,pass
plugins\recon\test_legacy_probe_migration\plugin.py,test_legacy_probe_migration,Partially implemented,pass
plugins\recon\test_list_targets\plugin.py,test_list_targets,Partially implemented,pass
plugins\recon\test_llm\plugin.py,test_llm,Partially implemented,pass
plugins\recon\test_llm_e2e_smoke\plugin.py,test_llm_e2e_smoke,Partially implemented,pass
plugins\recon\test_llm_redteam\plugin.py,test_llm_redteam,Partially implemented,pass
plugins\recon\test_mcp_action_surface\plugin.py,test_mcp_action_surface,Partially implemented,pass
plugins\recon\test_mcp_auth_profile\plugin.py,test_mcp_auth_profile,Partially implemented,pass
plugins\recon\test_mcp_auth_session_reuse\plugin.py,test_mcp_auth_session_reuse,Partially implemented,pass
plugins\recon\test_mcp_client_and_hitl\plugin.py,test_mcp_client_and_hitl,Partially implemented,pass
plugins\recon\test_mcp_honeypot_e2e\plugin.py,test_mcp_honeypot_e2e,Partially implemented,pass
plugins\recon\test_mcp_security_tools\plugin.py,test_mcp_security_tools,Partially implemented,pass
plugins\recon\test_mcp_server\plugin.py,test_mcp_server,Partially implemented,pass
plugins\recon\test_mcp_server_coverage\plugin.py,test_mcp_server_coverage,Partially implemented,pass
plugins\recon\test_mcp_setup\plugin.py,test_mcp_setup,Partially implemented,pass
plugins\recon\test_misc_coverage\plugin.py,test_misc_coverage,Partially implemented,pass
plugins\recon\test_mobile_agent_e2e_smoke\plugin.py,test_mobile_agent_e2e_smoke,Partially implemented,pass
plugins\recon\test_monitor\plugin.py,test_monitor,Partially implemented,pass
plugins\recon\test_monitor_mode\plugin.py,test_monitor_mode,Partially implemented,pass
plugins\recon\test_new_high_roi_probes\plugin.py,test_new_high_roi_probes,Partially implemented,pass
plugins\recon\test_new_tool_integrations\plugin.py,test_new_tool_integrations,Partially implemented,pass
plugins\recon\test_observation_normalization\plugin.py,test_observation_normalization,Partially implemented,pass
plugins\recon\test_os_execution\plugin.py,test_os_execution,Partially implemented,pass
plugins\recon\test_output_parser\plugin.py,test_output_parser,Partially implemented,pass
plugins\recon\test_parallel\plugin.py,test_parallel,Partially implemented,pass
plugins\recon\test_payload_library\plugin.py,test_payload_library,Partially implemented,pass
plugins\recon\test_perf_profile\plugin.py,test_perf_profile,Partially implemented,pass
plugins\recon\test_permutation_wordlist_select\plugin.py,test_permutation_wordlist_select,Partially implemented,pass
plugins\recon\test_phase6\plugin.py,test_phase6,Partially implemented,pass
plugins\recon\test_playbook\plugin.py,test_playbook,Partially implemented,pass
plugins\recon\test_plugin_loader\plugin.py,test_plugin_loader,Partially implemented,pass
plugins\recon\test_primitives_evidence_capture\plugin.py,test_primitives_evidence_capture,Partially implemented,pass
plugins\recon\test_probe_asset_secrets\plugin.py,test_probe_asset_secrets,Partially implemented,pass
plugins\recon\test_probe_business_logic_fuzz\plugin.py,test_probe_business_logic_fuzz,Partially implemented,pass
plugins\recon\test_probe_captcha_replay\plugin.py,test_probe_captcha_replay,Partially implemented,pass
plugins\recon\test_probe_cors_reflection\plugin.py,test_probe_cors_reflection,Partially implemented,pass
plugins\recon\test_probe_coupon_forging\plugin.py,test_probe_coupon_forging,Partially implemented,pass
plugins\recon\test_probe_crawler\plugin.py,test_probe_crawler,Partially implemented,pass
plugins\recon\test_probe_cve_poc\plugin.py,test_probe_cve_poc,Partially implemented,pass
plugins\recon\test_probe_deserialization\plugin.py,test_probe_deserialization,Partially implemented,pass
plugins\recon\test_probe_dom_xss\plugin.py,test_probe_dom_xss,Partially implemented,pass
plugins\recon\test_probe_exif_metadata\plugin.py,test_probe_exif_metadata,Partially implemented,pass
plugins\recon\test_probe_file_upload_validation\plugin.py,test_probe_file_upload_validation,Partially implemented,pass
plugins\recon\test_probe_forced_error\plugin.py,test_probe_forced_error,Partially implemented,pass
plugins\recon\test_probe_graphql_introspection\plugin.py,test_probe_graphql_introspection,Partially implemented,pass
plugins\recon\test_probe_hidden_discovery\plugin.py,test_probe_hidden_discovery,Partially implemented,pass
plugins\recon\test_probe_host_header_reset_poisoning\plugin.py,test_probe_host_header_reset_poisoning,Partially implemented,pass
plugins\recon\test_probe_idor_authenticated\plugin.py,test_probe_idor_authenticated,Partially implemented,pass
plugins\recon\test_probe_idor_authz_differential\plugin.py,test_probe_idor_authz_differential,Partially implemented,pass
plugins\recon\test_probe_idor_sequential\plugin.py,test_probe_idor_sequential,Partially implemented,pass
plugins\recon\test_probe_ldap_injection\plugin.py,test_probe_ldap_injection,Partially implemented,pass
plugins\recon\test_probe_leaked_credentials\plugin.py,test_probe_leaked_credentials,Partially implemented,pass
plugins\recon\test_probe_mass_assignment\plugin.py,test_probe_mass_assignment,Partially implemented,pass
plugins\recon\test_probe_nosql_fuzz\plugin.py,test_probe_nosql_fuzz,Partially implemented,pass
plugins\recon\test_probe_oauth_pkce_downgrade\plugin.py,test_probe_oauth_pkce_downgrade,Partially implemented,pass
plugins\recon\test_probe_path_traversal\plugin.py,test_probe_path_traversal,Partially implemented,pass
plugins\recon\test_probe_primitives\plugin.py,test_probe_primitives,Partially implemented,pass
plugins\recon\test_probe_prototype_pollution\plugin.py,test_probe_prototype_pollution,Partially implemented,pass
plugins\recon\test_probe_race_condition\plugin.py,test_probe_race_condition,Partially implemented,pass
plugins\recon\test_probe_reflected_xss\plugin.py,test_probe_reflected_xss,Partially implemented,pass
plugins\recon\test_probe_registry\plugin.py,test_probe_registry,Partially implemented,pass
plugins\recon\test_probe_response_headers\plugin.py,test_probe_response_headers,Partially implemented,pass
plugins\recon\test_probe_sqli_fuzz\plugin.py,test_probe_sqli_fuzz,Partially implemented,pass
plugins\recon\test_probe_ssti_fuzz\plugin.py,test_probe_ssti_fuzz,Partially implemented,pass
plugins\recon\test_probe_ssti_polyglot\plugin.py,test_probe_ssti_polyglot,Partially implemented,pass
plugins\recon\test_probe_ssti_stored\plugin.py,test_probe_ssti_stored,Partially implemented,pass
plugins\recon\test_probe_stored_xss\plugin.py,test_probe_stored_xss,Partially implemented,pass
plugins\recon\test_probe_web3\plugin.py,test_probe_web3,Partially implemented,pass
plugins\recon\test_probe_web_cache_deception\plugin.py,test_probe_web_cache_deception,Partially implemented,pass
plugins\recon\test_probe_xss_fuzz\plugin.py,test_probe_xss_fuzz,Partially implemented,pass
plugins\recon\test_probe_xxe_upload\plugin.py,test_probe_xxe_upload,Partially implemented,pass
plugins\recon\test_process_registry\plugin.py,test_process_registry,Partially implemented,pass
plugins\recon\test_profile_migration\plugin.py,test_profile_migration,Partially implemented,pass
plugins\recon\test_providers\plugin.py,test_providers,Partially implemented,pass
plugins\recon\test_registry_bridge\plugin.py,test_registry_bridge,Partially implemented,pass
plugins\recon\test_registry_coverage\plugin.py,test_registry_coverage,Partially implemented,pass
plugins\recon\test_registry_extended\plugin.py,test_registry_extended,Partially implemented,pass
plugins\recon\test_reporting\plugin.py,test_reporting,Partially implemented,pass
plugins\recon\test_report_only\plugin.py,test_report_only,Partially implemented,pass
plugins\recon\test_resolvers_external\plugin.py,test_resolvers_external,Partially implemented,pass
plugins\recon\test_resolvers_hardening\plugin.py,test_resolvers_hardening,Partially implemented,pass
plugins\recon\test_resolver_env\plugin.py,test_resolver_env,Partially implemented,pass
plugins\recon\test_sanitize\plugin.py,test_sanitize,Partially implemented,pass
plugins\recon\test_scanners\plugin.py,test_scanners,Partially implemented,pass
plugins\recon\test_scope\plugin.py,test_scope,Partially implemented,pass
plugins\recon\test_secure_credential\plugin.py,test_secure_credential,Partially implemented,pass
plugins\recon\test_session\plugin.py,test_session,Partially implemented,pass
plugins\recon\test_severity_calibration\plugin.py,test_severity_calibration,Partially implemented,pass
plugins\recon\test_shell_syntax\plugin.py,test_shell_syntax,Partially implemented,pass
plugins\recon\test_smoke\plugin.py,test_smoke,Partially implemented,pass
plugins\recon\test_spa_probes\plugin.py,test_spa_probes,Partially implemented,pass
plugins\recon\test_specialist_agents_coverage\plugin.py,test_specialist_agents_coverage,Partially implemented,pass
plugins\recon\test_stage1\plugin.py,test_stage1,Partially implemented,pass
plugins\recon\test_stage121_integration\plugin.py,test_stage121_integration,Partially implemented,pass
plugins\recon\test_stage122_integration\plugin.py,test_stage122_integration,Partially implemented,pass
plugins\recon\test_stage123_integration\plugin.py,test_stage123_integration,Partially implemented,pass
plugins\recon\test_stage13_orchestration\plugin.py,test_stage13_orchestration,Partially implemented,pass
plugins\recon\test_stage14_tui\plugin.py,test_stage14_tui,Partially implemented,pass
plugins\recon\test_stage15_plugins\plugin.py,test_stage15_plugins,Partially implemented,pass
plugins\recon\test_stage181_burp\plugin.py,test_stage181_burp,Partially implemented,pass
plugins\recon\test_stage182_traffic\plugin.py,test_stage182_traffic,Partially implemented,pass
plugins\recon\test_stage19_plugins\plugin.py,test_stage19_plugins,Partially implemented,pass
plugins\recon\test_stage2\plugin.py,test_stage2,Partially implemented,pass
plugins\recon\test_stage20_services\plugin.py,test_stage20_services,Partially implemented,pass
plugins\recon\test_stage2_integration\plugin.py,test_stage2_integration,Partially implemented,pass
plugins\recon\test_stealth_crawler\plugin.py,test_stealth_crawler,Partially implemented,pass
plugins\recon\test_subdomains_asn\plugin.py,test_subdomains_asn,Partially implemented,pass
plugins\recon\test_subdomains_filtering\plugin.py,test_subdomains_filtering,Partially implemented,pass
plugins\recon\test_sub_tls_no_match\plugin.py,test_sub_tls_no_match,Partially implemented,pass
plugins\recon\test_target_expander\plugin.py,test_target_expander,Partially implemented,pass
plugins\recon\test_terminal_output_modes\plugin.py,test_terminal_output_modes,Partially implemented,pass
plugins\recon\test_tool_bridge\plugin.py,test_tool_bridge,Partially implemented,pass
plugins\recon\test_tool_bridge_e2e\plugin.py,test_tool_bridge_e2e,Partially implemented,pass
plugins\recon\test_tool_installer\plugin.py,test_tool_installer,Partially implemented,pass
plugins\recon\test_tool_installer_coverage\plugin.py,test_tool_installer_coverage,Partially implemented,pass
plugins\recon\test_tool_installer_extended\plugin.py,test_tool_installer_extended,Partially implemented,pass
plugins\recon\test_tool_result_persistence\plugin.py,test_tool_result_persistence,Partially implemented,pass
plugins\recon\test_tracing_and_telemetry\plugin.py,test_tracing_and_telemetry,Partially implemented,pass
plugins\recon\test_tracing_coverage\plugin.py,test_tracing_coverage,Partially implemented,pass
plugins\recon\test_trigger_system\plugin.py,test_trigger_system,Partially implemented,pass
plugins\recon\test_ui_snapshots\plugin.py,test_ui_snapshots,Partially implemented,pass
plugins\recon\test_utils\plugin.py,test_utils,Partially implemented,pass
plugins\recon\test_validation\plugin.py,test_validation,Partially implemented,pass
plugins\recon\test_verbosity\plugin.py,test_verbosity,Partially implemented,pass
plugins\recon\test_vps_count_cli\plugin.py,test_vps_count_cli,Partially implemented,pass
plugins\recon\test_webprobe_full_formats\plugin.py,test_webprobe_full_formats,Partially implemented,pass
plugins\recon\test_web_agent_crawl_inject\plugin.py,test_web_agent_crawl_inject,Partially implemented,pass
plugins\recon\test_web_agent_set_auth\plugin.py,test_web_agent_set_auth,Partially implemented,pass
plugins\recon\test_working_memory\plugin.py,test_working_memory,Partially implemented,pass
plugins\recon\THANKS\plugin.py,THANKS,Partially implemented,pass
plugins\recon\thc\plugin.py,thc,Partially implemented,pass
plugins\recon\theharvester\plugin.py,theharvester,Partially implemented,pass
plugins\recon\threat-modeler\plugin.py,threat-modeler,Partially implemented,pass
plugins\recon\threatbook\plugin.py,threatbook,Partially implemented,pass
plugins\recon\threatcrowd\plugin.py,threatcrowd,Partially implemented,pass
plugins\recon\threatcrowd_2\plugin.py,threatcrowd_2,Partially implemented,pass
plugins\recon\threatminer\plugin.py,threatminer,Partially implemented,pass
plugins\recon\throttle\plugin.py,throttle,Partially implemented,pass
plugins\recon\TIER2-EXECUTION\plugin.py,TIER2-EXECUTION,Partially implemented,pass
plugins\recon\TIMELINE\plugin.py,TIMELINE,Partially implemented,pass
plugins\recon\tlsx\plugin.py,tlsx,Partially implemented,pass
plugins\recon\tls_cert\plugin.py,tls_cert,Partially implemented,pass
plugins\recon\tls_cert_1\plugin.py,tls_cert_1,Partially implemented,pass
plugins\recon\tls_fingerprint\plugin.py,tls_fingerprint,Partially implemented,pass
plugins\recon\tmux_manager\plugin.py,tmux_manager,Partially implemented,pass
plugins\recon\tool-checker\plugin.py,tool-checker,Partially implemented,pass
plugins\recon\tool-responses\plugin.py,tool-responses,Partially implemented,pass
plugins\recon\tool-runner\plugin.py,tool-runner,Partially implemented,pass
plugins\recon\tools\plugin.py,tools,Partially implemented,pass
plugins\recon\tools_commands\plugin.py,tools_commands,Partially implemented,pass
plugins\recon\tooltipcpython-313\plugin.py,tooltipcpython-313,Partially implemented,pass
plugins\recon\tool_bridge\plugin.py,tool_bridge,Partially implemented,pass
plugins\recon\tool_browser\plugin.py,tool_browser,Partially implemented,pass
plugins\recon\tool_chains\plugin.py,tool_chains,Partially implemented,pass
plugins\recon\tool_error_middleware\plugin.py,tool_error_middleware,Partially implemented,pass
plugins\recon\tool_error_middleware_test\plugin.py,tool_error_middleware_test,Partially implemented,pass
plugins\recon\tool_health\plugin.py,tool_health,Partially implemented,pass
plugins\recon\tool_installer\plugin.py,tool_installer,Partially implemented,pass
plugins\recon\tool_invoke_notify\plugin.py,tool_invoke_notify,Partially implemented,pass
plugins\recon\tool_lessons\plugin.py,tool_lessons,Partially implemented,pass
plugins\recon\tool_registry\plugin.py,tool_registry,Partially implemented,pass
plugins\recon\tool_result\plugin.py,tool_result,Partially implemented,pass
plugins\recon\tool_schemas\plugin.py,tool_schemas,Partially implemented,pass
plugins\recon\tool_versions\plugin.py,tool_versions,Partially implemented,pass
plugins\recon\totp-validator\plugin.py,totp-validator,Partially implemented,pass
plugins\recon\tracer\plugin.py,tracer,Partially implemented,pass
plugins\recon\tracing\plugin.py,tracing,Partially implemented,pass
plugins\recon\traffic_commands\plugin.py,traffic_commands,Partially implemented,pass
plugins\recon\traffic_parser\plugin.py,traffic_parser,Partially implemented,pass
plugins\recon\traffic_view\plugin.py,traffic_view,Partially implemented,pass
plugins\recon\train-archnet\plugin.py,train-archnet,Partially implemented,pass
plugins\recon\train-filternet\plugin.py,train-filternet,Partially implemented,pass
plugins\recon\train-simple\plugin.py,train-simple,Partially implemented,pass
plugins\recon\training-data-2025-12-24T03-29-17-267Z\plugin.py,training-data-2025-12-24T03-29-17-267Z,Partially implemented,pass
plugins\recon\training-data-2025-12-24T03-31-48-760Z\plugin.py,training-data-2025-12-24T03-31-48-760Z,Partially implemented,pass
plugins\recon\training-data-2025-12-24T04-13-25-236Z\plugin.py,training-data-2025-12-24T04-13-25-236Z,Partially implemented,pass
plugins\recon\training-data-2025-12-24T04-32-35-147Z\plugin.py,training-data-2025-12-24T04-32-35-147Z,Partially implemented,pass
plugins\recon\training-data-2025-12-24T04-43-48-405Z\plugin.py,training-data-2025-12-24T04-43-48-405Z,Partially implemented,pass
plugins\recon\transform\plugin.py,transform,Partially implemented,pass
plugins\recon\transform_test\plugin.py,transform_test,Partially implemented,pass
plugins\recon\transparentbanner\plugin.py,transparentbanner,Partially implemented,pass
plugins\recon\triage\plugin.py,triage,Partially implemented,pass
plugins\recon\triage-results\plugin.py,triage-results,Partially implemented,pass
plugins\recon\triage-rubric\plugin.py,triage-rubric,Partially implemented,pass
plugins\recon\triage-summary\plugin.py,triage-summary,Partially implemented,pass
plugins\recon\triage_sample\plugin.py,triage_sample,Partially implemented,pass
plugins\recon\trigger_system\plugin.py,trigger_system,Partially implemented,pass
plugins\recon\trivy\plugin.py,trivy,Partially implemented,pass
plugins\recon\TROUBLESHOOTING\plugin.py,TROUBLESHOOTING,Partially implemented,pass
plugins\recon\truncate\plugin.py,truncate,Partially implemented,pass
plugins\recon\truncate_test\plugin.py,truncate_test,Partially implemented,pass
plugins\recon\trusted_header_bypass\plugin.py,trusted_header_bypass,Partially implemented,pass
plugins\recon\tsconfig\plugin.py,tsconfig,Partially implemented,pass
plugins\recon\tsconfigbase\plugin.py,tsconfigbase,Partially implemented,pass
plugins\recon\tsconfig_1\plugin.py,tsconfig_1,Partially implemented,pass
plugins\recon\tsdownconfig\plugin.py,tsdownconfig,Partially implemented,pass
plugins\recon\tshark\plugin.py,tshark,Partially implemented,pass
plugins\recon\tshark_engine\plugin.py,tshark_engine,Partially implemented,pass
plugins\recon\tui\plugin.py,tui,Partially implemented,pass
plugins\recon\turbo\plugin.py,turbo,Partially implemented,pass
plugins\recon\txt\plugin.py,txt,Partially implemented,pass
plugins\recon\txt_1\plugin.py,txt_1,Partially implemented,pass
plugins\recon\type\plugin.py,type,Partially implemented,pass
plugins\recon\types\plugin.py,types,Partially implemented,pass
plugins\recon\types_1\plugin.py,types_1,Partially implemented,pass
plugins\recon\types_2\plugin.py,types_2,Partially implemented,pass
plugins\recon\types_6\plugin.py,types_6,Partially implemented,pass
plugins\recon\types_7\plugin.py,types_7,Partially implemented,pass
plugins\recon\types_9\plugin.py,types_9,Partially implemented,pass
plugins\recon\unauthed-decision-log\plugin.py,unauthed-decision-log,Partially implemented,pass
plugins\recon\unauthed-findings\plugin.py,unauthed-findings,Partially implemented,pass
plugins\recon\unauthed-findings_1\plugin.py,unauthed-findings_1,Partially implemented,pass
plugins\recon\update\plugin.py,update,Partially implemented,pass
plugins\recon\upgrade\plugin.py,upgrade,Partially implemented,pass
plugins\recon\url\plugin.py,url,Partially implemented,pass
plugins\recon\urlscan\plugin.py,urlscan,Partially implemented,pass
plugins\recon\urlscan_2\plugin.py,urlscan_2,Partially implemented,pass
plugins\recon\utils\plugin.py,utils,Partially implemented,pass
plugins\recon\utils_2\plugin.py,utils_2,Partially implemented,pass
plugins\recon\uv_1\plugin.py,uv_1,Partially implemented,pass
plugins\recon\validate\plugin.py,validate,Partially implemented,pass
plugins\recon\validate-authentication\plugin.py,validate-authentication,Partially implemented,pass
plugins\recon\validate_2\plugin.py,validate_2,Partially implemented,pass
plugins\recon\validation-harness\plugin.py,validation-harness,Partially implemented,pass
plugins\recon\validator\plugin.py,validator,Partially implemented,pass
plugins\recon\validatorcpython-313\plugin.py,validatorcpython-313,Partially implemented,pass
plugins\recon\vars\plugin.py,vars,Partially implemented,pass
plugins\recon\vault\plugin.py,vault,Partially implemented,pass
plugins\recon\version\plugin.py,version,Partially implemented,pass
plugins\recon\viewport\plugin.py,viewport,TODO placeholder,pass
plugins\recon\virtual-host-enumeration\plugin.py,virtual-host-enumeration,Partially implemented,pass
plugins\recon\virustotal\plugin.py,virustotal,Partially implemented,pass
plugins\recon\virustotal_1\plugin.py,virustotal_1,Partially implemented,pass
plugins\recon\virustotal_3\plugin.py,virustotal_3,Partially implemented,pass
plugins\recon\viz\plugin.py,viz,Partially implemented,pass
plugins\recon\volatility3\plugin.py,volatility3,Partially implemented,pass
plugins\recon\wayback\plugin.py,wayback,Partially implemented,pass
plugins\recon\waybackarchive\plugin.py,waybackarchive,Partially implemented,pass
plugins\recon\waybackurls\plugin.py,waybackurls,Partially implemented,pass
plugins\recon\waybackurls_2\plugin.py,waybackurls_2,Partially implemented,pass
plugins\recon\wayback_1\plugin.py,wayback_1,Partially implemented,pass
plugins\recon\waymore\plugin.py,waymore,Partially implemented,pass
plugins\recon\web\plugin.py,web,Partially implemented,pass
plugins\recon\web-app-quick\plugin.py,web-app-quick,Partially implemented,pass
plugins\recon\web-hunter\plugin.py,web-hunter,Partially implemented,pass
plugins\recon\web3_probe\plugin.py,web3_probe,Partially implemented,pass
plugins\recon\webhook-reporter\plugin.py,webhook-reporter,Partially implemented,pass
plugins\recon\webhooks\plugin.py,webhooks,Partially implemented,pass
plugins\recon\webshell\plugin.py,webshell,Partially implemented,pass
plugins\recon\webshell-management\plugin.py,webshell-management,Partially implemented,pass
plugins\recon\webshell_context\plugin.py,webshell_context,Partially implemented,pass
plugins\recon\webshell_context_test\plugin.py,webshell_context_test,Partially implemented,pass
plugins\recon\webshell_probe\plugin.py,webshell_probe,Partially implemented,pass
plugins\recon\websocket\plugin.py,websocket,Partially implemented,pass
plugins\recon\web_agent\plugin.py,web_agent,Partially implemented,pass
plugins\recon\web_assets\plugin.py,web_assets,Fully implemented,
plugins\recon\web_cache_deception\plugin.py,web_cache_deception,Partially implemented,pass
plugins\recon\web_enum\plugin.py,web_enum,Partially implemented,pass
plugins\recon\web_intelligence_view\plugin.py,web_intelligence_view,Partially implemented,pass
plugins\recon\web_parser\plugin.py,web_parser,Partially implemented,pass
plugins\recon\web_pipeline\plugin.py,web_pipeline,Partially implemented,pass
plugins\recon\web_probes\plugin.py,web_probes,Partially implemented,pass
plugins\recon\web_recon\plugin.py,web_recon,Fully implemented,
plugins\recon\wechat\plugin.py,wechat,Partially implemented,pass
plugins\recon\wechat-robot\plugin.py,wechat-robot,Partially implemented,pass
plugins\recon\wechat_robot\plugin.py,wechat_robot,Partially implemented,pass
plugins\recon\whatweb\plugin.py,whatweb,Partially implemented,pass
plugins\recon\whatweb_2\plugin.py,whatweb_2,Partially implemented,pass
plugins\recon\whois\plugin.py,whois,Partially implemented,pass
plugins\recon\whoisxmlapi\plugin.py,whoisxmlapi,Partially implemented,pass
plugins\recon\whois_lookup\plugin.py,whois_lookup,Partially implemented,pass
plugins\recon\wildcard_detector\plugin.py,wildcard_detector,Partially implemented,pass
plugins\recon\windvane\plugin.py,windvane,Partially implemented,pass
plugins\recon\winrm-detection\plugin.py,winrm-detection,Partially implemented,pass
plugins\recon\wireless-pentester\plugin.py,wireless-pentester,Partially implemented,pass
plugins\recon\wireless_agent\plugin.py,wireless_agent,Partially implemented,pass
plugins\recon\wordlist\plugin.py,wordlist,Partially implemented,pass
plugins\recon\wordlist_test\plugin.py,wordlist_test,Partially implemented,pass
plugins\recon\workflow-errors\plugin.py,workflow-errors,Partially implemented,pass
plugins\recon\workflow-logger\plugin.py,workflow-logger,Partially implemented,pass
plugins\recon\workflow_builder\plugin.py,workflow_builder,Partially implemented,pass
plugins\recon\workflow_definitions\plugin.py,workflow_definitions,Partially implemented,pass
plugins\recon\workflow_engine\plugin.py,workflow_engine,Partially implemented,pass
plugins\recon\workflow_engine_1\plugin.py,workflow_engine_1,Partially implemented,pass
plugins\recon\workflow_planner\plugin.py,workflow_planner,Partially implemented,pass
plugins\recon\workflow_player\plugin.py,workflow_player,Partially implemented,pass
plugins\recon\workflow_recorder\plugin.py,workflow_recorder,Partially implemented,pass
plugins\recon\workflow_templates\plugin.py,workflow_templates,Partially implemented,pass
plugins\recon\workspaces_1\plugin.py,workspaces_1,Partially implemented,pass
plugins\recon\world-model\plugin.py,world-model,Partially implemented,pass
plugins\recon\WorldModel\plugin.py,WorldModel,Partially implemented,pass
plugins\recon\WorldModeltest\plugin.py,WorldModeltest,Partially implemented,pass
plugins\recon\wpscan\plugin.py,wpscan,Partially implemented,pass
plugins\recon\writer\plugin.py,writer,Partially implemented,pass
plugins\recon\xbow-performance-comparison\plugin.py,xbow-performance-comparison,Partially implemented,pass
plugins\recon\xss\plugin.py,xss,Partially implemented,pass
plugins\recon\xss-validator-agent\plugin.py,xss-validator-agent,Partially implemented,pass
plugins\recon\xss_fuzz\plugin.py,xss_fuzz,Partially implemented,pass
plugins\recon\xss_scan\plugin.py,xss_scan,Fully implemented,
plugins\recon\xxe_upload\plugin.py,xxe_upload,Partially implemented,pass
plugins\recon\zap\plugin.py,zap,Partially implemented,pass
plugins\recon\zetalytics\plugin.py,zetalytics,Partially implemented,pass
plugins\recon\zoomeyeapi\plugin.py,zoomeyeapi,Partially implemented,pass
plugins\recon\zoomeye_search\plugin.py,zoomeye_search,Partially implemented,pass
plugins\recon\zsteg\plugin.py,zsteg,Partially implemented,pass
plugins\recon\_11\plugin.py,_11,Partially implemented,pass
plugins\recon\_12\plugin.py,_12,Partially implemented,pass
plugins\recon\_13\plugin.py,_13,Partially implemented,pass
plugins\recon\_14\plugin.py,_14,Partially implemented,pass
plugins\recon\_15\plugin.py,_15,Partially implemented,pass
plugins\recon\_rules_1\plugin.py,_rules_1,Partially implemented,pass
plugins\recon\_scope-guard\plugin.py,_scope-guard,Partially implemented,pass
plugins\recon\_target_1\plugin.py,_target_1,Partially implemented,pass
plugins\recon\__init__cpython-313\plugin.py,__init__cpython-313,Partially implemented,pass
plugins\recon\__init__cpython-313_1\plugin.py,__init__cpython-313_1,Partially implemented,pass
plugins\recon\__init___105\plugin.py,__init___105,Partially implemented,pass
plugins\recon\__init___106\plugin.py,__init___106,Partially implemented,pass
plugins\recon\__init___107\plugin.py,__init___107,Partially implemented,pass
plugins\recon\__init___109\plugin.py,__init___109,Partially implemented,pass
plugins\recon\__init___11\plugin.py,__init___11,Partially implemented,pass
plugins\recon\__init___112\plugin.py,__init___112,Partially implemented,pass
plugins\recon\__init___115\plugin.py,__init___115,Partially implemented,pass
plugins\recon\__init___116\plugin.py,__init___116,Partially implemented,pass
plugins\recon\__init___117\plugin.py,__init___117,Partially implemented,pass
plugins\recon\__init___121\plugin.py,__init___121,Partially implemented,pass
plugins\recon\__init___122\plugin.py,__init___122,Partially implemented,pass
plugins\recon\__init___129\plugin.py,__init___129,Partially implemented,pass
plugins\recon\__init___135\plugin.py,__init___135,Partially implemented,pass
plugins\recon\__init___141\plugin.py,__init___141,Partially implemented,pass
plugins\recon\__init___142\plugin.py,__init___142,Partially implemented,pass
plugins\recon\__init___144\plugin.py,__init___144,Partially implemented,pass
plugins\recon\__init___146\plugin.py,__init___146,Partially implemented,pass
plugins\recon\__init___147\plugin.py,__init___147,Partially implemented,pass
plugins\recon\__init___148\plugin.py,__init___148,Partially implemented,pass
plugins\recon\__init___149\plugin.py,__init___149,Partially implemented,pass
plugins\recon\__init___153\plugin.py,__init___153,Partially implemented,pass
plugins\recon\__init___156\plugin.py,__init___156,Partially implemented,pass
plugins\recon\__init___17\plugin.py,__init___17,Partially implemented,pass
plugins\recon\__init___201\plugin.py,__init___201,Partially implemented,pass
plugins\recon\__init___202\plugin.py,__init___202,Partially implemented,pass
plugins\recon\__init___203\plugin.py,__init___203,Partially implemented,pass
plugins\recon\__init___205\plugin.py,__init___205,Partially implemented,pass
plugins\recon\__init___207\plugin.py,__init___207,Partially implemented,pass
plugins\recon\__init___211\plugin.py,__init___211,Partially implemented,pass
plugins\recon\__init___212\plugin.py,__init___212,Partially implemented,pass
plugins\recon\__init___213\plugin.py,__init___213,Partially implemented,pass
plugins\recon\__init___214\plugin.py,__init___214,Partially implemented,pass
plugins\recon\__init___215\plugin.py,__init___215,Partially implemented,pass
plugins\recon\__init___216\plugin.py,__init___216,Partially implemented,pass
plugins\recon\__init___217\plugin.py,__init___217,Partially implemented,pass
plugins\recon\__init___218\plugin.py,__init___218,Partially implemented,pass
plugins\recon\__init___219\plugin.py,__init___219,Partially implemented,pass
plugins\recon\__init___22\plugin.py,__init___22,Partially implemented,pass
plugins\recon\__init___224\plugin.py,__init___224,Partially implemented,pass
plugins\recon\__init___231\plugin.py,__init___231,Partially implemented,pass
plugins\recon\__init___28\plugin.py,__init___28,Partially implemented,pass
plugins\recon\__init___29\plugin.py,__init___29,Partially implemented,pass
