Plugin,Category,Repository,FileCount,Status,Notes
progress-indicator,recon,progress-indicator,2,STUB,Placeholder code detected
progress-manager,recon,progress-manager,2,STUB,Placeholder code detected
project_manager,recon,project_manager,2,STUB,Placeholder code detected
prompt-manager,recon,prompt-manager,2,STUB,Placeholder code detected
prompts,recon,prompts,4,STUB,Placeholder code detected
prompt_class_v1,recon,prompt_class_v1,2,STUB,Placeholder code detected
prompt_class_v2,recon,prompt_class_v2,2,STUB,Placeholder code detected
prompt_select,recon,prompt_select,2,STUB,Placeholder code detected
prospeo,recon,prospeo,5,STUB,Placeholder code detected
protocol_detector,recon,protocol_detector,4,STUB,Placeholder code detected
prototype_pollution,recon,prototype_pollution,2,STUB,Placeholder code detected
proxy_controller,recon,proxy_controller,4,STUB,Placeholder code detected
pseudo-source-builder,recon,pseudo-source-builder,5,STUB,Placeholder code detected
ptt_reasoning,recon,ptt_reasoning,2,STUB,Placeholder code detected
pugrecon,recon,pugrecon,5,STUB,Placeholder code detected
pull_request_template,recon,PULL_REQUEST_TEMPLATE,2,STUB,Placeholder code detected
pull_request_template_2,recon,PULL_REQUEST_TEMPLATE_2,4,STUB,Placeholder code detected
puredns,recon,puredns,4,STUB,Placeholder code detected
puredns_tool,recon,puredns_tool,4,STUB,Placeholder code detected
pure_go,recon,pure_go,5,STUB,Placeholder code detected
pwninit,recon,pwninit,2,STUB,Placeholder code detected
pyproject,recon,pyproject,2,STUB,Placeholder code detected
pyproject_2,recon,pyproject_2,4,STUB,Placeholder code detected
pyproject_4,recon,pyproject_4,2,STUB,Placeholder code detected
pyproject_5,recon,pyproject_5,2,STUB,Placeholder code detected
pyshark_engine,recon,pyshark_engine,4,STUB,Placeholder code detected
pythonorg_headers_20241216_000049,recon,pythonorg_headers_20241216_000049,4,STUB,Placeholder code detected
pythonorg_subdomains_20241215_235829,recon,pythonorg_subdomains_20241215_235829,4,STUB,Placeholder code detected
quake,recon,quake,5,STUB,Placeholder code detected
quake_search,recon,quake_search,2,STUB,Placeholder code detected
queue,recon,queue,2,STUB,Placeholder code detected
queue-validator,recon,queue-validator,2,STUB,Placeholder code detected
quick_action_bar,recon,quick_action_bar,4,STUB,Placeholder code detected
race_condition,recon,race_condition,2,STUB,Placeholder code detected
radare2,recon,radare2,2,STUB,Placeholder code detected
ranger,recon,ranger,5,STUB,Placeholder code detected
rapiddns,recon,rapiddns,5,STUB,Placeholder code detected
rapiddns_2,recon,rapiddns_2,5,STUB,Placeholder code detected
ratelimit_test,recon,ratelimit_test,5,STUB,Placeholder code detected
rdap,recon,rdap,5,STUB,Placeholder code detected
reactive-verifier,recon,reactive-verifier,2,STUB,Placeholder code detected
readme,recon,README,4,STUB,Placeholder code detected
readmezh-cn,recon,READMEzh-CN,2,STUB,Placeholder code detected
readme_1,recon,README_1,4,STUB,Placeholder code detected
readme_10,recon,README_10,2,STUB,Placeholder code detected
readme_11,recon,README_11,2,STUB,Placeholder code detected
readme_12,recon,README_12,2,STUB,Placeholder code detected
readme_13,recon,README_13,2,STUB,Placeholder code detected
readme_14,recon,README_14,2,STUB,Placeholder code detected
readme_15,recon,README_15,2,STUB,Placeholder code detected
readme_16,recon,README_16,2,STUB,Placeholder code detected
readme_17,recon,README_17,4,STUB,Placeholder code detected
readme_18,recon,README_18,4,STUB,Placeholder code detected
readme_2,recon,README_2,4,STUB,Placeholder code detected
readme_20,recon,README_20,4,STUB,Placeholder code detected
readme_23,recon,README_23,2,STUB,Placeholder code detected
readme_24,recon,README_24,2,STUB,Placeholder code detected
readme_25,recon,README_25,2,STUB,Placeholder code detected
readme_26,recon,README_26,2,STUB,Placeholder code detected
readme_27,recon,README_27,4,STUB,Placeholder code detected
readme_3,recon,README_3,4,STUB,Placeholder code detected
readme_31,recon,README_31,2,STUB,Placeholder code detected
readme_32,recon,README_32,2,STUB,Placeholder code detected
readme_33,recon,README_33,2,STUB,Placeholder code detected
readme_34,recon,README_34,2,STUB,Placeholder code detected
readme_35,recon,README_35,2,STUB,Placeholder code detected
readme_36,recon,README_36,2,STUB,Placeholder code detected
readme_38,recon,README_38,2,STUB,Placeholder code detected
readme_39,recon,README_39,4,STUB,Placeholder code detected
readme_4,recon,README_4,4,STUB,Placeholder code detected
readme_40,recon,README_40,2,STUB,Placeholder code detected
readme_41,recon,README_41,4,STUB,Placeholder code detected
readme_42,recon,README_42,4,STUB,Placeholder code detected
readme_43,recon,README_43,4,STUB,Placeholder code detected
readme_44,recon,README_44,4,STUB,Placeholder code detected
readme_45,recon,README_45,4,STUB,Placeholder code detected
readme_47,recon,README_47,4,STUB,Placeholder code detected
readme_48,recon,README_48,4,STUB,Placeholder code detected
readme_49,recon,README_49,4,STUB,Placeholder code detected
readme_5,recon,README_5,4,STUB,Placeholder code detected
readme_50,recon,README_50,2,STUB,Placeholder code detected
readme_51,recon,README_51,4,STUB,Placeholder code detected
readme_52,recon,README_52,4,STUB,Placeholder code detected
readme_53,recon,README_53,4,STUB,Placeholder code detected
readme_54,recon,README_54,2,STUB,Placeholder code detected
readme_55,recon,README_55,2,STUB,Placeholder code detected
readme_57,recon,README_57,4,STUB,Placeholder code detected
readme_58,recon,README_58,4,STUB,Placeholder code detected
readme_6,recon,README_6,2,STUB,Placeholder code detected
readme_7,recon,README_7,2,STUB,Placeholder code detected
readme_8,recon,README_8,4,STUB,Placeholder code detected
readme_9,recon,README_9,2,STUB,Placeholder code detected
readme_cn,recon,README_CN,2,STUB,Placeholder code detected
readme_cn_1,recon,README_CN_1,4,STUB,Placeholder code detected
readme_cn_2,recon,README_CN_2,2,STUB,Placeholder code detected
readme_cn_3,recon,README_CN_3,2,STUB,Placeholder code detected
readme_en,recon,README_EN,2,STUB,Placeholder code detected
realdemo,recon,realdemo,2,STUB,Placeholder code detected
realdemo-paced,recon,realdemo-paced,2,STUB,Placeholder code detected
reasoning_trace,recon,reasoning_trace,2,STUB,Placeholder code detected
reasoning_trace_test,recon,reasoning_trace_test,2,STUB,Placeholder code detected
recommend,recon,recommend,4,STUB,Placeholder code detected
recommendation_engine,recon,recommendation_engine,4,STUB,Placeholder code detected
recommendation_engine_1,recon,recommendation_engine_1,4,STUB,Placeholder code detected
recon,recon,recon,4,STUB,Placeholder code detected
recon-advisor,recon,recon-advisor,4,STUB,Placeholder code detected
reconeer,recon,reconeer,5,STUB,Placeholder code detected
reconftw,recon,reconftw,5,STUB,Placeholder code detected
reconftw_1,recon,reconftw_1,4,STUB,Placeholder code detected
reconftw_full,recon,reconftw_full,4,STUB,Placeholder code detected
reconftw_prox_deploy,recon,reconftw_prox_deploy,2,STUB,Placeholder code detected
reconftw_quick,recon,reconftw_quick,2,STUB,Placeholder code detected
reconftw_stealth,recon,reconftw_stealth,4,STUB,Placeholder code detected
reconx_engine,recon,reconx_engine,2,STUB,Placeholder code detected
recon_2,recon,recon_2,4,STUB,Placeholder code detected
recon_3,recon,recon_3,2,STUB,Placeholder code detected
recon_agent,recon,recon_agent,4,STUB,Placeholder code detected
recon_strategy,recon,recon_strategy,4,STUB,Placeholder code detected
recorder,recon,recorder,2,STUB,Placeholder code detected
redhuntlabs,recon,redhuntlabs,5,STUB,Placeholder code detected
redirect-host-discovery,recon,redirect-host-discovery,2,STUB,Placeholder code detected
redis-cli,recon,redis-cli,2,STUB,Placeholder code detected
reference,recon,REFERENCE,2,STUB,Placeholder code detected
reflected_xss,recon,reflected_xss,2,STUB,Placeholder code detected
registry,recon,registry,5,STUB,Placeholder code detected
registry_1,recon,registry_1,5,STUB,Placeholder code detected
registry_121,recon,registry_121,4,STUB,Placeholder code detected
registry_122,recon,registry_122,4,STUB,Placeholder code detected
registry_123,recon,registry_123,4,STUB,Placeholder code detected
registry_181,recon,registry_181,4,STUB,Placeholder code detected
registry_182,recon,registry_182,4,STUB,Placeholder code detected
registry_2,recon,registry_2,2,STUB,Placeholder code detected
registry_3,recon,registry_3,2,STUB,Placeholder code detected
registry_4,recon,registry_4,2,STUB,Placeholder code detected
registry_5,recon,registry_5,4,STUB,Placeholder code detected
registry_8,recon,registry_8,2,STUB,Placeholder code detected
registry_bridge,recon,registry_bridge,2,STUB,Placeholder code detected
registry_test,recon,registry_test,5,STUB,Placeholder code detected
reg_records,recon,reg_records,5,STUB,Placeholder code detected
related,recon,related,5,STUB,Placeholder code detected
relationship_graph,recon,relationship_graph,4,STUB,Placeholder code detected
relationship_mapper,recon,relationship_mapper,4,STUB,Placeholder code detected
release,recon,release,4,STUB,Placeholder code detected
release-binary,recon,release-binary,2,STUB,Placeholder code detected
release-pypi,recon,release-pypi,2,STUB,Placeholder code detected
release-test,recon,release-test,2,STUB,Placeholder code detected
releaserc,recon,releaserc,2,STUB,Placeholder code detected
remediation-agent,recon,remediation-agent,2,STUB,Placeholder code detected
renderer,recon,renderer,2,STUB,Placeholder code detected
renderers,recon,renderers,2,STUB,Placeholder code detected
replay,recon,replay,2,STUB,Placeholder code detected
replay_engine,recon,replay_engine,2,STUB,Placeholder code detected
report-executive_1,recon,report-executive_1,2,STUB,Placeholder code detected
report-executive_2,recon,report-executive_2,4,STUB,Placeholder code detected
report-output-provider,recon,report-output-provider,2,STUB,Placeholder code detected
report-snippet,recon,report-snippet,2,STUB,Placeholder code detected
reporter,recon,reporter,2,STUB,Placeholder code detected
reporthtml,recon,reporthtml,4,STUB,Placeholder code detected
reporting-cherrytree,recon,reporting-cherrytree,2,STUB,Placeholder code detected
reporting-markdown,recon,reporting-markdown,2,STUB,Placeholder code detected
reporting-remediation,recon,reporting-remediation,2,STUB,Placeholder code detected
report_121,recon,report_121,4,STUB,Placeholder code detected
report_14,recon,report_14,4,STUB,Placeholder code detected
report_15,recon,report_15,2,STUB,Placeholder code detected
report_16,recon,report_16,4,STUB,Placeholder code detected
report_17,recon,report_17,4,STUB,Placeholder code detected
report_18,recon,report_18,2,STUB,Placeholder code detected
report_agent,recon,report_agent,2,STUB,Placeholder code detected
report_generator,recon,report_generator,2,STUB,Placeholder code detected
report_injector,recon,report_injector,2,STUB,Placeholder code detected
report_injector_1,recon,report_injector_1,2,STUB,Placeholder code detected
report_injector_2,recon,report_injector_2,4,STUB,Placeholder code detected
requirements,recon,requirements,4,STUB,Placeholder code detected
requirements_11,recon,requirements_11,4,STUB,Placeholder code detected
requirements_12,recon,requirements_12,4,STUB,Placeholder code detected
requirements_14,recon,requirements_14,2,STUB,Placeholder code detected
requirements_15,recon,requirements_15,2,STUB,Placeholder code detected
requirements_16,recon,requirements_16,4,STUB,Placeholder code detected
requirements_2,recon,requirements_2,4,STUB,Placeholder code detected
requirements_3,recon,requirements_3,4,STUB,Placeholder code detected
requirements_5,recon,requirements_5,2,STUB,Placeholder code detected
requirements_6,recon,requirements_6,2,STUB,Placeholder code detected
requirements_8,recon,requirements_8,4,STUB,Placeholder code detected
requirements_9,recon,requirements_9,2,STUB,Placeholder code detected
reset_juice_shop,recon,reset_juice_shop,2,STUB,Placeholder code detected
resilience,recon,resilience,5,STUB,Placeholder code detected
resiliencetest,recon,resiliencetest,2,STUB,Placeholder code detected
resolve,recon,resolve,5,STUB,Placeholder code detected
resolvers,recon,resolvers,5,STUB,Placeholder code detected
resolvers_1,recon,resolvers_1,5,STUB,Placeholder code detected
resolvers_test,recon,resolvers_test,2,STUB,Placeholder code detected
resolver_manager,recon,resolver_manager,4,STUB,Placeholder code detected
resources,recon,resources,2,STUB,Placeholder code detected
resource_availability,recon,resource_availability,2,STUB,Placeholder code detected
responder,recon,responder,4,STUB,Placeholder code detected
response_headers,recon,response_headers,2,STUB,Placeholder code detected
responsible_disclosure,recon,RESPONSIBLE_DISCLOSURE,4,STUB,Placeholder code detected
rest_api,recon,rest_api,4,STUB,Placeholder code detected
result,recon,result,2,STUB,Placeholder code detected
retrieval_postprocess,recon,retrieval_postprocess,2,STUB,Placeholder code detected
retrieval_postprocess_test,recon,retrieval_postprocess_test,2,STUB,Placeholder code detected
retry,recon,retry,2,STUB,Placeholder code detected
reverse,recon,reverse,5,STUB,Placeholder code detected
reverse-engineer,recon,reverse-engineer,4,STUB,Placeholder code detected
review,recon,review,2,STUB,Placeholder code detected
riddler,recon,riddler,5,STUB,Placeholder code detected
rigid,recon,rigid,2,STUB,Placeholder code detected
rigid_test,recon,rigid_test,2,STUB,Placeholder code detected
risk_mapper,recon,risk_mapper,4,STUB,Placeholder code detected
risk_scorer,recon,risk_scorer,4,STUB,Placeholder code detected
risk_scoring,recon,risk_scoring,4,STUB,Placeholder code detected
roadmap,recon,ROADMAP,2,STUB,Placeholder code detected
robot,recon,robot,2,STUB,Placeholder code detected
robot_en,recon,robot_en,2,STUB,Placeholder code detected
robtext,recon,robtext,5,STUB,Placeholder code detected
role,recon,role,2,STUB,Placeholder code detected
roles,recon,roles,2,STUB,Placeholder code detected
rollback-beta,recon,rollback-beta,2,STUB,Placeholder code detected
router,recon,router,2,STUB,Placeholder code detected
route_correlator,recon,route_correlator,2,STUB,Placeholder code detected
rpcclient,recon,rpcclient,2,STUB,Placeholder code detected
rpcdump,recon,rpcdump,2,STUB,Placeholder code detected
rsync-list-files,recon,rsync-list-files,2,STUB,Placeholder code detected
run,recon,run,2,STUB,Placeholder code detected
run-shannon-blackbox,recon,run-shannon-blackbox,2,STUB,Placeholder code detected
runcommand,recon,RunCommand,2,STUB,Placeholder code detected
runner,recon,runner,2,STUB,Placeholder code detected
runner_1,recon,runner_1,2,STUB,Placeholder code detected
runner_3,recon,runner_3,5,STUB,Placeholder code detected
runner_reasoning_history_test,recon,runner_reasoning_history_test,2,STUB,Placeholder code detected
run_all,recon,run_all,2,STUB,Placeholder code detected
run_bench,recon,run_bench,2,STUB,Placeholder code detected
run_benchmarks,recon,run_benchmarks,2,STUB,Placeholder code detected
run_context,recon,run_context,2,STUB,Placeholder code detected
run_dvwa_engagement,recon,run_dvwa_engagement,4,STUB,Placeholder code detected
run_dvwa_full,recon,run_dvwa_full,4,STUB,Placeholder code detected
run_summary,recon,run_summary,4,STUB,Placeholder code detected
run_summary_1,recon,run_summary_1,2,STUB,Placeholder code detected
run_tests,recon,run_tests,2,STUB,Placeholder code detected
rustscan,recon,rustscan,2,STUB,Placeholder code detected
rustscan_2,recon,rustscan_2,2,STUB,Placeholder code detected
rustscan_tool,recon,rustscan_tool,2,STUB,Placeholder code detected
saml_xsw,recon,saml_xsw,2,STUB,Placeholder code detected
sandbox,recon,sandbox,2,STUB,Placeholder code detected
sanitize,recon,sanitize,2,STUB,Placeholder code detected
save-deliverable,recon,save-deliverable,2,STUB,Placeholder code detected
save_results,recon,save_results,4,STUB,Placeholder code detected
scan4all,recon,scan4all,1,BROKEN,SyntaxError
scanners,recon,scanners,4,STUB,Placeholder code detected
scanner_5,recon,scanner_5,4,STUB,Placeholder code detected
scan_optimizer,recon,scan_optimizer,2,STUB,Placeholder code detected
scheduler,recon,scheduler,5,STUB,Placeholder code detected
schedulertest,recon,schedulertest,2,STUB,Placeholder code detected
scheduler_2,recon,scheduler_2,2,STUB,Placeholder code detected
schema-gen-agent,recon,schema-gen-agent,2,STUB,Placeholder code detected
schemas,recon,schemas,4,STUB,Placeholder code detected
schemas_1,recon,schemas_1,4,STUB,Placeholder code detected
scope,recon,scope,5,STUB,Placeholder code detected
scope_1,recon,scope_1,5,STUB,Placeholder code detected
scope_test,recon,scope_test,5,STUB,Placeholder code detected
score,recon,SCORE,4,STUB,Placeholder code detected
score_1,recon,SCORE_1,2,STUB,Placeholder code detected
score_2,recon,SCORE_2,2,STUB,Placeholder code detected
score_juiceshop,recon,score_juiceshop,2,STUB,Placeholder code detected
screenshot1,recon,Screenshot1,4,STUB,Placeholder code detected
search,recon,search,2,STUB,Placeholder code detected
search_2,recon,search_2,4,STUB,Placeholder code detected
secretscfg,recon,secretscfg,4,STUB,Placeholder code detected
security,recon,SECURITY,2,STUB,Placeholder code detected
security-header-analyzer,recon,security-header-analyzer,5,STUB,Placeholder code detected
securityheaderanalyzer,recon,SecurityHeaderAnalyzer,5,STUB,Placeholder code detected
securityheaderanalyzertest,recon,SecurityHeaderAnalyzertest,2,STUB,Placeholder code detected
securitytrails,recon,securitytrails,5,STUB,Placeholder code detected
securitytrails_2,recon,securitytrails_2,5,STUB,Placeholder code detected
security_2,recon,SECURITY_2,2,STUB,Placeholder code detected
security_tools,recon,security_tools,2,STUB,Placeholder code detected
sensitive_detector,recon,sensitive_detector,4,STUB,Placeholder code detected
sensitive_domains,recon,sensitive_domains,4,STUB,Placeholder code detected
server,recon,server,4,STUB,Placeholder code detected
server_1,recon,server_1,5,STUB,Placeholder code detected
server_2,recon,server_2,2,STUB,Placeholder code detected
server_3,recon,server_3,2,STUB,Placeholder code detected
server_https_bootstrap,recon,server_https_bootstrap,2,STUB,Placeholder code detected
service,recon,service,2,STUB,Placeholder code detected
services_commands,recon,services_commands,2,STUB,Placeholder code detected
service_1,recon,service_1,2,STUB,Placeholder code detected
service_correlator,recon,service_correlator,4,STUB,Placeholder code detected
service_detection,recon,service_detection,1,BROKEN,SyntaxError
service_intelligence_view,recon,service_intelligence_view,2,STUB,Placeholder code detected
service_learning,recon,service_learning,4,STUB,Placeholder code detected
session,recon,session,5,STUB,Placeholder code detected
sessions,recon,sessions,5,STUB,Placeholder code detected
session_manager,recon,session_manager,2,STUB,Placeholder code detected
settings,recon,settings,2,STUB,Placeholder code detected
settings_1,recon,settings_1,4,STUB,Placeholder code detected
settings_3,recon,settings_3,2,STUB,Placeholder code detected
settings_4,recon,settings_4,2,STUB,Placeholder code detected
setup_2,recon,setup_2,5,STUB,Placeholder code detected
severity_engine,recon,severity_engine,2,STUB,Placeholder code detected
shadow-it,recon,shadow-it,5,STUB,Placeholder code detected
shadow-ittest,recon,shadow-ittest,5,STUB,Placeholder code detected
shannon,recon,shannon,4,STUB,Placeholder code detected
shannon-action,recon,shannon-action,4,STUB,Placeholder code detected
shannon-pro,recon,SHANNON-PRO,2,STUB,Placeholder code detected
shannon-report-crapi,recon,shannon-report-crapi,4,STUB,Placeholder code detected
shannon-report-juice-shop,recon,shannon-report-juice-shop,4,STUB,Placeholder code detected
shannon-scan,recon,shannon-scan,4,STUB,Placeholder code detected
shannon-screen_1,recon,shannon-screen_1,4,STUB,Placeholder code detected
shared,recon,shared,2,STUB,Placeholder code detected
sherlock,recon,sherlock,2,STUB,Placeholder code detected
shodan_api,recon,shodan_api,2,STUB,Placeholder code detected
shodan_apicpython-313,recon,shodan_apicpython-313,2,STUB,Placeholder code detected
shodan_recon_plugin,recon,shodan_recon_plugin,4,STUB,Placeholder code detected
shodan_search,recon,shodan_search,2,STUB,Placeholder code detected
showmount,recon,showmount,2,STUB,Placeholder code detected
shuffledns,recon,shuffledns,4,STUB,Placeholder code detected
shuffledns_tool,recon,shuffledns_tool,4,STUB,Placeholder code detected
simplejson,recon,SimpleJson,2,STUB,Placeholder code detected
sipvicious,recon,sipvicious,2,STUB,Placeholder code detected
sitedossier,recon,sitedossier,5,STUB,Placeholder code detected
sitedossier_2,recon,sitedossier_2,5,STUB,Placeholder code detected
sitemap-agent,recon,sitemap-agent,2,STUB,Placeholder code detected
skill,recon,SKILL,2,STUB,Placeholder code detected
skills,recon,skills,2,STUB,Placeholder code detected
skill_11,recon,SKILL_11,2,STUB,Placeholder code detected
skill_13,recon,SKILL_13,2,STUB,Placeholder code detected
skill_19,recon,SKILL_19,2,STUB,Placeholder code detected
skill_2,recon,SKILL_2,2,STUB,Placeholder code detected
skill_20,recon,SKILL_20,4,STUB,Placeholder code detected
skill_22,recon,SKILL_22,2,STUB,Placeholder code detected
skill_23,recon,SKILL_23,2,STUB,Placeholder code detected
skill_3,recon,SKILL_3,2,STUB,Placeholder code detected
skill_5,recon,SKILL_5,4,STUB,Placeholder code detected
skill_6,recon,SKILL_6,4,STUB,Placeholder code detected
skill_7,recon,SKILL_7,2,STUB,Placeholder code detected
skill_8,recon,SKILL_8,4,STUB,Placeholder code detected
skill_9,recon,SKILL_9,2,STUB,Placeholder code detected
sleep,recon,sleep,2,STUB,Placeholder code detected
smart-scan,recon,smart-scan,4,STUB,Placeholder code detected
smart-scan-expanded-toolset,recon,smart-scan-expanded-toolset,4,STUB,Placeholder code detected
smart-scan-on-search,recon,smart-scan-on-search,4,STUB,Placeholder code detected
smbclient,recon,smbclient,2,STUB,Placeholder code detected
smbmap,recon,smbmap,2,STUB,Placeholder code detected
snmpwalk,recon,snmpwalk,2,STUB,Placeholder code detected
solution,recon,solution,2,STUB,Placeholder code detected
solved-challenges,recon,solved-challenges,2,STUB,Placeholder code detected
source-gen-agent,recon,source-gen-agent,2,STUB,Placeholder code detected
sources,recon,sources,5,STUB,Placeholder code detected
sources_test,recon,sources_test,5,STUB,Placeholder code detected
sources_wo_auth_test,recon,sources_wo_auth_test,5,STUB,Placeholder code detected
sources_w_auth_test,recon,sources_w_auth_test,5,STUB,Placeholder code detected
spa_probes,recon,spa_probes,2,STUB,Placeholder code detected
spec,recon,SPEC,2,STUB,Placeholder code detected
spiderfoot,recon,spiderfoot,4,STUB,Placeholder code detected
splash,recon,splash,2,STUB,Placeholder code detected
spotter,recon,spotter,5,STUB,Placeholder code detected
sqli_fuzz,recon,sqli_fuzz,4,STUB,Placeholder code detected
sqli_login_bypass,recon,sqli_login_bypass,2,STUB,Placeholder code detected
sqlmap,recon,SQLmap,4,STUB,Placeholder code detected
sqlmap-agent,recon,sqlmap-agent,5,STUB,Placeholder code detected
srv,recon,srv,5,STUB,Placeholder code detected
sse_keepalive,recon,sse_keepalive,2,STUB,Placeholder code detected
sse_stream,recon,sse_stream,2,STUB,Placeholder code detected
ssh_manager,recon,ssh_manager,2,STUB,Placeholder code detected
ssl,recon,ssl,1,BROKEN,SyntaxError
sslscan,recon,sslscan,2,STUB,Placeholder code detected
ssltrustall,recon,SslTrustAll,2,STUB,Placeholder code detected
ssltrustall1,recon,SslTrustAll1,2,STUB,Placeholder code detected
ssltrustalltimeoutsslsocketfactory,recon,SslTrustAllTimeoutSslSocketFactory,2,STUB,Placeholder code detected
ssl_checker,recon,ssl_checker,4,STUB,Placeholder code detected
ssti_fuzz,recon,ssti_fuzz,4,STUB,Placeholder code detected
ssti_polyglot,recon,ssti_polyglot,2,STUB,Placeholder code detected
ssti_stored,recon,ssti_stored,2,STUB,Placeholder code detected
stage121_catalog,recon,stage121_catalog,4,STUB,Placeholder code detected
stage121_web,recon,stage121_web,4,STUB,Placeholder code detected
stage122_catalog,recon,stage122_catalog,4,STUB,Placeholder code detected
stage123_catalog,recon,stage123_catalog,4,STUB,Placeholder code detected
stage2,recon,STAGE2,2,STUB,Placeholder code detected
start,recon,start,5,STUB,Placeholder code detected
stats,recon,stats,5,STUB,Placeholder code detected
status,recon,status,2,STUB,Placeholder code detected
stderr,recon,stderr,4,STUB,Placeholder code detected
stderr_1,recon,stderr_1,4,STUB,Placeholder code detected
stdout,recon,stdout,2,STUB,Placeholder code detected
stdout_1,recon,stdout_1,2,STUB,Placeholder code detected
stealth_crawler,recon,stealth_crawler,4,STUB,Placeholder code detected
steghide,recon,steghide,2,STUB,Placeholder code detected
stig-analyst,recon,stig-analyst,4,STUB,Placeholder code detected
stored_xss,recon,stored_xss,2,STUB,Placeholder code detected
style,recon,style,2,STUB,Placeholder code detected
styles,recon,styles,2,STUB,Placeholder code detected
subdomain,recon,subdomain,4,STUB,Placeholder code detected
subdomain-enumeration,recon,subdomain-enumeration,4,STUB,Placeholder code detected
subdomain-hunter-agent,recon,subdomain-hunter-agent,5,STUB,Placeholder code detected
subdomains,recon,subdomains,4,BROKEN,SyntaxError
subdomainstxt,recon,subdomainstxt,4,STUB,Placeholder code detected
subdomains_1,recon,subdomains_1,4,STUB,Placeholder code detected
subdomains_2,recon,subdomains_2,4,STUB,Placeholder code detected
subdomains_v0,recon,subdomains_v0,4,STUB,Placeholder code detected
subdomains_v1,recon,subdomains_v1,4,STUB,Placeholder code detected
subdomains_v2,recon,subdomains_v2,4,STUB,Placeholder code detected
subfinder,recon,subfinder,3,BROKEN,SyntaxError
subfinder-logo,recon,subfinder-logo,4,STUB,Placeholder code detected
subfinder-run,recon,subfinder-run,4,STUB,Placeholder code detected
subfinder_2,recon,subfinder_2,4,STUB,Placeholder code detected
sublist3r_tool,recon,sublist3r_tool,4,STUB,Placeholder code detected
submd,recon,submd,5,STUB,Placeholder code detected
subprocessors,recon,SUBPROCESSORS,4,STUB,Placeholder code detected
subprocess_mixin,recon,subprocess_mixin,2,STUB,Placeholder code detected
subprocess_runner,recon,subprocess_runner,2,STUB,Placeholder code detected
subs,recon,subs,5,STUB,Placeholder code detected
sub_agent_context,recon,sub_agent_context,2,STUB,Placeholder code detected
sub_agent_context_test,recon,sub_agent_context_test,2,STUB,Placeholder code detected
suggestion_engine,recon,suggestion_engine,4,STUB,Placeholder code detected
summary,recon,SUMMARY,2,STUB,Placeholder code detected
summary-mapper,recon,summary-mapper,2,STUB,Placeholder code detected
support,recon,support,5,STUB,Placeholder code detected
support_test,recon,support_test,5,STUB,Placeholder code detected
surface_mapping,recon,surface_mapping,1,BROKEN,SyntaxError
swagger,recon,swagger,4,STUB,Placeholder code detected
swagger_2,recon,swagger_2,2,STUB,Placeholder code detected
swagger_parser,recon,swagger_parser,2,STUB,Placeholder code detected
swarm-orchestrator,recon,swarm-orchestrator,4,STUB,Placeholder code detected
tag_engine,recon,tag_engine,4,STUB,Placeholder code detected
takeover_detector,recon,takeover_detector,4,STUB,Placeholder code detected
target-model,recon,target-model,5,STUB,Placeholder code detected
targets,recon,targets,2,STUB,Placeholder code detected
target_classifier,recon,target_classifier,4,STUB,Placeholder code detected
task-management,recon,task-management,4,STUB,Placeholder code detected
tasks,recon,tasks,2,STUB,Placeholder code detected
task_handler,recon,task_handler,2,STUB,Placeholder code detected
task_manager,recon,task_manager,2,STUB,Placeholder code detected
task_processor,recon,task_processor,2,STUB,Placeholder code detected
task_tree_manager,recon,task_tree_manager,2,STUB,Placeholder code detected
tech-fingerprinter-agent,recon,tech-fingerprinter-agent,5,STUB,Placeholder code detected
tech_detection,recon,tech_detection,1,BROKEN,SyntaxError
telemetry,recon,telemetry,2,STUB,Placeholder code detected
templates,recon,templates,4,STUB,Placeholder code detected
template_manager,recon,template_manager,4,STUB,Placeholder code detected
terminal,recon,terminal,2,STUB,Placeholder code detected
terminal_ws_unix,recon,terminal_ws_unix,2,STUB,Placeholder code detected
terms,recon,TERMS,4,STUB,Placeholder code detected
terrascan,recon,terrascan,2,STUB,Placeholder code detected
test-cortex-integration,recon,test-cortex-integration,2,STUB,Placeholder code detected
test-gen-agent,recon,test-gen-agent,2,STUB,Placeholder code detected
test-lsg-v2,recon,test-lsg-v2,4,STUB,Placeholder code detected
test-multibar,recon,test-multibar,2,STUB,Placeholder code detected
test-suite,recon,test-suite,4,STUB,Placeholder code detected
test1,recon,test1,4,STUB,Placeholder code detected
test2,recon,test2,4,STUB,Placeholder code detected
testlogin,recon,testLogin,2,STUB,Placeholder code detected
tests,recon,tests,2,STUB,Placeholder code detected
testssl,recon,testssl,2,STUB,Placeholder code detected
test_agents_parallel,recon,test_agents_parallel,2,STUB,Placeholder code detected
test_agent_loop,recon,test_agent_loop,2,STUB,Placeholder code detected
test_agent_mode_cli,recon,test_agent_mode_cli,2,STUB,Placeholder code detected
test_anthropic_agent,recon,test_anthropic_agent,2,STUB,Placeholder code detected
test_api_security_e2e_smoke,recon,test_api_security_e2e_smoke,2,STUB,Placeholder code detected
test_api_server,recon,test_api_server,4,STUB,Placeholder code detected
test_arjun_integration,recon,test_arjun_integration,4,STUB,Placeholder code detected
test_async_prompt,recon,test_async_prompt,2,STUB,Placeholder code detected
test_authenticated_scan_coverage,recon,test_authenticated_scan_coverage,4,STUB,Placeholder code detected
test_auth_profiles,recon,test_auth_profiles,2,STUB,Placeholder code detected
